$Lewiston qdt year 2016 YC 06/21/22 upd.,
113.708,-19.282710970
113.750,-16.304808770
113.792,-1.662183667
113.833,2.047806767
113.875,-1.261185733
113.917,7.830737800
113.958,8.036370033
114.000,-0.843429900
114.042,-2.830878267
114.083,1.642836133
114.125,3.044489433
114.167,2.162093433
114.208,-0.968520700
114.250,2.138499400
114.292,4.291364233
114.333,1.953462933
114.375,3.915150033
114.417,5.840700033
114.458,0.008057333
114.500,18.156494100
114.542,22.658669430
114.583,10.496636470
114.625,-18.359505170
114.667,-1.402044500
114.708,-27.805199830
114.750,-13.982561670
114.792,0.109241200
114.833,25.187949730
114.875,-35.292772800
114.917,15.735964000
114.958,6.250400300
115.000,-1.924572533
115.042,3.233241633
115.083,1.877848633
115.125,2.032121733
115.167,4.976338233
115.208,-0.674603000
115.250,5.125903067
115.292,-1.356687900
115.333,4.198281633
115.375,1.793368700
115.417,8.595764433
115.458,-5.089536067
115.500,34.489988430
115.542,9.877083467
115.583,-6.875857070
115.625,-5.968018170
115.667,-3.000415670
115.708,4.546957800
115.750,-5.719054867
115.792,-4.179254233
115.833,6.002517267
115.875,-28.565402000
115.917,-6.454953600
115.958,-9.810562367
116.000,-9.800791770
116.042,2.206417633
116.083,-4.353515200
116.125,1.953095067
116.167,-5.579579867
116.208,29.287501800
116.250,6.531055433
116.292,-0.860789333
116.333,6.839697767
116.375,1.075352033
116.417,-4.809369500
116.458,-1.341025567
116.500,-0.327841600
116.542,13.143815930
116.583,2.655375433
116.625,21.756313370
116.667,-7.738994967
116.708,12.498831100
116.750,-0.473118133
116.792,-1.129086233
116.833,6.021987500
116.875,-35.379472700
116.917,-0.110812700
116.958,0.723408900
117.000,-1.685732300
117.042,-0.708581567
117.083,5.981567967
117.125,-2.322976100
117.167,2.214296533
117.208,23.473297600
117.250,12.944893870
117.292,1.545167800
117.333,1.341534767
117.375,-1.631706567
117.417,-8.426573133
117.458,-8.030423800
117.500,0.985150933
117.542,-5.042231167
117.583,-2.433584667
117.625,-3.732256367
117.667,0.423690567
117.708,-6.048476200
117.750,3.653571733
117.792,-3.550409867
117.833,-12.507051730
117.875,3.683713433
117.917,5.428967000
117.958,-0.866710400
118.000,8.113135700
118.042,5.059006700
118.083,9.040653830
118.125,-0.665545233
118.167,13.639020230
118.208,12.791033430
118.250,3.575848100
118.292,8.171282000
118.333,3.516648700
118.375,1.977478167
118.417,4.077514500
118.458,4.200368800
118.500,1.374814367
118.542,5.321695133
118.583,7.558220467
118.625,0.404493000
118.667,3.795999867
118.708,6.823621033
118.750,1.168072867
118.792,2.100987000
118.833,1.748355400
118.875,2.426132700
118.917,1.204930700
118.958,-19.090693370
119.000,-6.365675170
119.042,8.848328300
119.083,-1.424335633
119.125,10.512010470
119.167,8.904949000
119.208,21.868080800
119.250,34.121296230
119.292,4.395481167
119.333,-7.413023867
119.375,-2.380986267
119.417,5.339926767
119.458,1.763445967
119.500,0.869778667
119.542,2.436805167
119.583,-6.438649633
119.625,4.693898467
119.667,6.388289367
119.708,-0.597948367
119.750,15.277841500
119.792,2.801604733
119.833,-14.590378770
119.875,2.309907467
119.917,-16.644919400
119.958,-7.806285830
120.000,0.116338967
120.042,3.563429533
120.083,4.506154000
120.125,3.799271300
120.167,0.177545400
120.208,15.258503230
120.250,13.445869670
120.292,11.432706900
120.333,-2.252274233
120.375,4.135160933
120.417,5.409113967
120.458,2.116086333
120.500,-6.231601367
120.542,-16.247081130
120.583,2.260657867
120.625,4.581300167
120.667,1.937276867
120.708,16.049337000
120.750,9.460051400
120.792,3.804970000
120.833,6.607463467
120.875,-32.804395500
120.917,-25.821562970
120.958,-8.989114367
121.000,12.018936130
121.042,10.500032270
121.083,-1.381263267
121.125,4.858188533
121.167,11.763836030
121.208,3.638248233
121.250,5.794232567
121.292,23.067652630
121.333,8.145601600
121.375,22.258538500
121.417,-5.820347600
121.458,-1.868961300
121.500,5.323803633
121.542,-0.262614733
121.583,9.372720767
121.625,-9.367924600
121.667,4.828518433
121.708,18.157679170
121.750,6.169778000
121.792,-0.801268900
121.833,11.109588370
121.875,-20.949300370
121.917,-25.221720330
121.958,-4.004148833
122.000,19.634977100
122.042,6.941446900
122.083,4.632839933
122.125,2.106040733
122.167,0.829586767
122.208,11.306945400
122.250,7.202242000
122.292,10.021855630
122.333,5.975932033
122.375,4.627001567
122.417,-0.734826367
122.458,5.198951667
122.500,12.822043530
122.542,1.159875067
122.583,1.042882867
122.625,-16.662859230
122.667,-15.084128030
122.708,-24.937170430
122.750,-21.822017400
122.792,-21.050801930
122.833,-10.614319670
122.875,-29.814001270
122.917,-27.916387370
122.958,-47.107238500
123.000,-29.758057170
123.042,-37.712199600
123.083,-28.980200500
123.125,-31.608857300
123.167,-37.357560670
123.208,-13.828284030
123.250,-19.753984230
123.292,-16.183106300
123.333,-20.540014600
123.375,-21.376109400
123.417,1.442648467
123.458,4.378627800
123.500,4.701751833
123.542,10.946037170
123.583,6.488303867
123.625,-3.644900467
123.667,4.571865000
123.708,20.061114130
123.750,9.488153667
123.792,2.600293533
123.833,2.155546133
123.875,-15.713303030
123.917,-21.732280030
123.958,-13.915777570
124.000,17.141878370
124.042,1.610264333
124.083,8.334608067
124.125,2.472534633
124.167,8.574199600
124.208,2.442564567
124.250,7.337249633
124.292,2.184428000
124.333,7.236381433
124.375,1.506421467
124.417,1.613228267
124.458,6.076003700
124.500,5.261411333
124.542,4.890632333
124.583,-10.823746770
124.625,8.174995700
124.667,19.352987700
124.708,-7.830613167
124.750,-1.404437267
124.792,-25.682483130
124.833,-6.806171467
124.875,-2.182387700
124.917,6.967909733
124.958,-14.550071470
125.000,-7.448185100
125.042,-3.120183730
125.083,9.117237600
125.125,7.492280633
125.167,22.628983970
125.208,26.326159000
125.250,21.928219970
125.292,-5.448698300
125.333,-9.324030433
125.375,15.217900030
125.417,-12.235618230
125.458,6.339691833
125.500,9.210680433
125.542,7.462556000
125.583,9.607588367
125.625,10.694335200
125.667,9.671819700
125.708,4.288763733
125.750,0.999065633
125.792,0.862036367
125.833,3.187387433
125.875,-11.824491930
125.917,-17.470797170
125.958,-14.280532330
126.000,2.520191300
126.042,7.214153133
126.083,7.787325733
126.125,9.257879033
126.167,5.686400233
126.208,11.748890870
126.250,14.743499530
126.292,5.601524733
126.333,1.530106833
126.375,2.843672333
126.417,1.265884633
126.458,11.225662170
126.500,22.211972670
126.542,14.716859400
126.583,-8.275665833
126.625,-11.948204330
126.667,-8.556199567
126.708,-0.435481033
126.750,-9.473621670
126.792,-3.151161367
126.833,4.953747933
126.875,-8.827834400
126.917,-9.108113600
126.958,6.904024170
127.000,9.883730367
127.042,10.237474400
127.083,6.185696100
127.125,3.666697900
127.167,3.963279300
127.208,0.939351733
127.250,-3.684176567
127.292,-9.729856633
127.333,7.714067970
127.375,18.995537830
127.417,15.321150100
127.458,9.012033767
127.500,7.741635433
127.542,0.711014700
127.583,9.525435630
127.625,5.945701200
127.667,1.044730300
127.708,11.908925400
127.750,4.234445633
127.792,0.019651200
127.833,7.481627600
127.875,7.382561833
127.917,5.249214933
127.958,-2.221752133
128.000,-8.929530967
128.042,-0.333541833
128.083,11.206591070
128.125,0.175495033
128.167,1.268117267
128.208,13.742709570
128.250,8.490956233
128.292,11.523217570
128.333,-4.020047600
128.375,5.311699067
128.417,-6.957110300
128.458,6.578984667
128.500,-7.236383500
128.542,3.876222033
128.583,-0.515411200
128.625,-6.980215833
128.667,-3.809371533
128.708,-21.119465630
128.750,-11.174467300
128.792,-22.282519430
128.833,5.847507870
128.875,4.930521133
128.917,5.131108667
128.958,7.234367400
129.000,1.582785967
129.042,3.118462667
129.083,0.686077133
129.125,2.119168733
129.167,4.146337867
129.208,-7.254167830
129.250,-7.595623767
129.292,-2.301567333
129.333,-6.318383470
129.375,-12.289825530
129.417,8.999453633
129.458,-14.798088300
129.500,10.583251600
129.542,37.706883200
129.583,8.340712030
129.625,-10.429801500
129.667,-0.067841867
129.708,26.796840170
129.750,14.142484130
129.792,-7.403567667
129.833,18.164039470
129.875,3.401930567
129.917,2.495676767
129.958,4.229755267
130.000,1.039977267
130.042,4.585678767
130.083,5.386259867
130.125,2.139987033
130.167,-3.755827967
130.208,-17.282104100
130.250,-4.958367700
130.292,-14.135690870
130.333,0.015753330
130.375,22.638859230
130.417,36.968171130
130.458,17.652737830
130.500,48.625554330
130.542,37.156835930
130.583,17.075280670
130.625,12.942495270
130.667,12.744058030
130.708,6.330215130
130.750,16.060414230
130.792,15.358288400
130.833,14.365971100
130.875,11.045656300
130.917,17.809006800
130.958,18.550964700
131.000,12.075923770
131.042,9.538060300
131.083,16.221571030
131.125,22.880074870
131.167,18.215415800
131.208,19.271192900
131.250,10.248802570
131.292,27.703935300
131.333,15.538263230
131.375,2.663872467
131.417,5.527316930
131.458,24.448460130
131.500,50.328641170
131.542,56.596951700
131.583,56.963577630
131.625,48.554815330
131.667,72.183885230
131.708,72.236022130
131.750,20.730667970
131.792,1.917472630
131.833,15.096643100
131.875,-7.325674133
131.917,10.202613270
131.958,0.559018567
132.000,-13.390031070
132.042,-20.469996170
132.083,-3.945124233
132.125,5.987173800
132.167,5.062319933
132.208,0.086037167
132.250,10.056058133
132.292,3.803737467
132.333,9.973725000
132.375,0.748314367
132.417,-14.735676200
132.458,-0.756499600
132.500,1.078090370
132.542,-6.824069700
132.583,41.892410130
132.625,26.064268470
132.667,14.685026370
132.708,19.544006430
132.750,18.168914670
132.792,10.061640833
132.833,10.399619770
132.875,15.062971630
132.917,10.708559000
132.958,7.736233133
133.000,7.663065467
133.042,6.394866967
133.083,5.724156667
133.125,4.675690067
133.167,10.208793030
133.208,17.416722130
133.250,6.796801833
133.292,3.583839533
133.333,15.944434200
133.375,5.322175100
133.417,-17.512688470
133.458,17.902570970
133.500,-0.310155300
133.542,19.777275730
133.583,5.652570633
133.625,2.093041033
133.667,8.212372200
133.708,-5.399294867
133.750,3.482875200
133.792,1.830707333
133.833,5.137345533
133.875,-0.323047367
133.917,6.885752067
133.958,-4.939346933
134.000,-9.376360133
134.042,-1.384100633
134.083,7.905097470
134.125,-3.350831067
134.167,6.760047000
134.208,-21.287357270
134.250,11.302649330
134.292,-11.855319000
134.333,19.088266430
134.375,91.167326400
134.417,88.873325410
134.458,-4.134198200
134.500,1.060513820
134.542,12.556460680
134.583,12.593866820
134.625,12.194178640
134.667,-14.439535910
134.708,11.976492510
134.750,13.015049670
134.792,12.933763450
134.833,16.480318600
134.875,14.903912910
134.917,11.998653490
134.958,7.738518200
135.000,9.328867680
135.042,7.180235200
135.083,11.041411530
135.125,14.468496740
135.167,14.628643190
135.208,13.496717380
135.250,16.536667060
135.292,18.251061030
135.333,12.046424640
135.375,11.770368980
135.417,12.537686320
135.458,17.295613570
135.500,5.211411260
135.542,7.828260040
135.583,-14.599844130
135.625,7.584920900
135.667,12.350318970
135.708,10.094915570
135.750,12.928701200
135.792,6.477479967
135.833,10.002450330
135.875,13.092082470
135.917,16.854712570
135.958,12.520122630
136.000,9.669100033
136.042,14.182572070
136.083,5.257040833
136.125,16.844234500
136.167,19.639880700
136.208,0.354711800
136.250,23.402654830
136.292,-5.180587400
136.333,-5.445373830
136.375,0.628749030
136.417,18.234959870
136.458,13.720825070
136.500,20.524659800
136.542,10.663992270
136.583,8.798997070
136.625,10.272784330
136.667,14.606404770
136.708,10.473635070
136.750,8.748950967
136.792,4.434235933
136.833,9.853562400
136.875,6.923023067
136.917,8.308824100
136.958,7.743332700
137.000,5.625909967
137.042,8.729001700
137.083,6.028483467
137.125,5.246665067
137.167,11.371329470
137.208,18.886863630
137.250,9.455013870
137.292,7.340946500
137.333,11.767700600
137.375,-12.778834430
137.417,-3.902942530
137.458,16.074393270
137.500,5.585188133
137.542,18.209039830
137.583,10.494658270
137.625,-0.951597033
137.667,6.163872900
137.708,16.749754670
137.750,2.523042100
137.792,7.839533333
137.833,1.084527833
137.875,0.871622133
137.917,-0.295619467
137.958,6.332704067
138.000,-1.703586400
138.042,6.968010267
138.083,-1.942452467
138.125,-2.938517867
138.167,8.567162300
138.208,27.644485600
138.250,-26.219177600
138.292,-5.636134730
138.333,5.165909870
138.375,14.529901430
138.417,4.711781530
138.458,11.712593230
138.500,8.568584067
138.542,4.362224233
138.583,7.733126400
138.625,3.903383767
138.667,3.446933667
138.708,2.069998267
138.750,3.764995267
138.792,4.386295267
138.833,3.916543867
138.875,2.782491267
138.917,2.129214367
138.958,5.559015367
139.000,4.276671367
139.042,4.447181667
139.083,0.797804433
139.125,1.787243400
139.167,5.602909133
139.208,2.214908533
139.250,8.934656100
139.292,3.370438167
139.333,3.733435467
139.375,5.653861200
139.417,7.036274900
139.458,7.182979800
139.500,-4.025688433
139.542,9.420645000
139.583,0.515258433
139.625,3.816884667
139.667,6.801239567
139.708,-1.362164133
139.750,2.879489767
139.792,5.680221567
139.833,5.862647367
139.875,3.342472967
139.917,6.349249100
139.958,-7.068584330
140.000,-13.426457770
140.042,3.841263630
140.083,8.657698030
140.125,15.834925230
140.167,10.332405530
140.208,4.166237900
140.250,32.512864900
140.292,19.845632930
140.333,14.410644630
140.375,7.583366330
140.417,11.747124530
140.458,0.140202133
140.500,-0.596619467
140.542,-20.349485070
140.583,26.966382230
140.625,7.196250700
140.667,3.761639567
140.708,7.473683700
140.750,5.374635833
140.792,-2.567616067
140.833,6.081072133
140.875,-5.300623433
140.917,-3.764822667
140.958,2.010119733
141.000,12.752552600
141.042,14.412857430
141.083,9.760170533
141.125,-4.401285367
141.167,12.631631230
141.208,12.082370170
141.250,3.726748967
141.292,-1.447540667
141.333,6.117071067
141.375,-6.564538467
141.417,0.325539000
141.458,2.934483700
141.500,3.928863300
141.542,4.802842400
141.583,3.481507200
141.625,4.523241433
141.667,1.143154967
141.708,4.578685500
141.750,6.572651033
141.792,3.380883100
141.833,-3.549461767
141.875,-1.446491167
141.917,11.199501230
141.958,10.127298000
142.000,4.667006100
142.042,6.936300033
142.083,1.846709700
142.125,2.766295100
142.167,0.728446800
142.208,6.017190833
142.250,0.661864500
142.292,4.066080633
142.333,3.971529300
142.375,3.643249300
142.417,5.292672733
142.458,5.666489000
142.500,3.013266433
142.542,-0.841704700
142.583,2.332946733
142.625,3.342191333
142.667,10.022438167
142.708,-0.191928800
142.750,8.177834533
142.792,0.464502000
142.833,6.236117633
142.875,0.493208600
142.917,0.600435300
142.958,5.540953833
143.000,0.993921700
143.042,3.512567300
143.083,2.902636000
143.125,5.730062233
143.167,7.742508267
143.208,3.971646933
143.250,11.119385300
143.292,7.302959867
143.333,10.567364200
143.375,9.391118800
143.417,9.061621500
143.458,6.113405667
143.500,10.444519900
143.542,-1.289456500
143.583,2.793346400
143.625,-2.062676167
143.667,8.430605133
143.708,0.725758100
143.750,2.176175967
143.792,6.086848467
143.833,4.399757167
143.875,5.497774600
143.917,5.076386100
143.958,2.356693967
144.000,2.672855900
144.042,0.899879067
144.083,4.453777800
144.125,1.356581567
144.167,1.940338467
144.208,1.142482767
144.250,2.732401900
144.292,-1.900617033
144.333,8.924090667
144.375,4.745742833
144.417,5.128466533
144.458,-2.263706100
144.500,5.158479633
144.542,10.764569330
144.583,-7.455770800
144.625,3.087132600
144.667,2.145355633
144.708,4.141191067
144.750,7.093788070
144.792,-0.420934467
144.833,3.974310367
144.875,4.074246367
144.917,4.325772467
144.958,1.306298333
145.000,4.204274067
145.042,2.854006167
145.083,4.630341167
145.125,1.007264133
145.167,4.833094167
145.208,6.948881000
145.250,4.530037400
145.292,4.078968200
145.333,2.811475500
145.375,7.679496767
145.417,6.644615467
145.458,4.843758400
145.500,4.003988600
145.542,-1.080548567
145.583,2.878343533
145.625,8.113266067
145.667,3.404766067
145.708,-1.479189400
145.750,6.073527933
145.792,11.693188730
145.833,3.290683100
145.875,4.407351500
145.917,3.212376000
145.958,5.456262600
146.000,2.538128000
146.042,4.237045200
146.083,4.112926000
146.125,4.604298700
146.167,3.459827800
146.208,7.684643767
146.250,5.030861833
146.292,2.029776067
146.333,2.849547067
146.375,5.113840267
146.417,4.874287467
146.458,-7.016058567
146.500,2.452274633
146.542,6.900963600
146.583,7.990406000
146.625,9.514750233
146.667,8.660927267
146.708,2.966822967
146.750,1.076505267
146.792,4.362907000
146.833,3.215043300
146.875,1.983660967
146.917,2.339780567
146.958,4.680008433
147.000,-3.658480333
147.042,-0.049083067
147.083,-0.206087867
147.125,5.307554133
147.167,4.668410500
147.208,-0.741977267
147.250,5.324135633
147.292,6.151131733
147.333,3.132051133
147.375,5.456320533
147.417,2.834298033
147.458,5.163626167
147.500,5.090783633
147.542,3.724199133
147.583,1.244462833
147.625,7.781608500
147.667,6.846050400
147.708,0.051326567
147.750,8.065811133
147.792,3.216082700
147.833,4.657687033
147.875,0.268312800
147.917,6.328634333
147.958,1.368872633
148.000,-3.339332267
148.042,-7.917200600
148.083,7.242087100
148.125,2.943124500
148.167,24.194078100
148.208,15.859339770
148.250,13.092302900
148.292,-5.786679500
148.333,1.051793800
148.375,3.973154800
148.417,-1.927595933
148.458,4.177566700
148.500,5.694606600
148.542,2.573250500
148.583,3.166762400
148.625,5.411269800
148.667,1.210288067
148.708,-0.588120133
148.750,0.902881600
148.792,4.310227100
148.833,5.583341000
148.875,-3.996002633
148.917,-6.485409433
148.958,10.515358370
149.000,12.178686800
149.042,8.220874600
149.083,-2.113200333
149.125,4.763238200
149.167,1.363043867
149.208,2.475370367
149.250,3.770774267
149.292,3.906099800
149.333,1.438940100
149.375,2.259175900
149.417,1.870587700
149.458,3.857524300
149.500,3.355397367
149.542,3.658091067
149.583,6.965401033
149.625,4.877814433
149.667,3.664743267
149.708,7.171274767
149.750,3.921707267
149.792,4.277902367
149.833,1.966443533
149.875,-31.251685030
149.917,47.256881870
149.958,-9.200404167
150.000,-4.604845767
150.042,5.669330533
150.083,0.893295800
150.125,7.260450233
150.167,3.208183933
150.208,9.574359730
150.250,9.259641967
150.292,6.110920667
150.333,-0.307306133
150.375,1.721846667
150.417,2.932431867
150.458,2.595965167
150.500,4.610933067
150.542,2.931812133
150.583,-2.372834500
150.625,-8.506540570
150.667,-30.855823270
150.708,48.941878830
150.750,-1.831112833
150.792,-5.590732833
150.833,10.717085670
150.875,1.652836900
150.917,0.005492100
150.958,-2.376106633
151.000,5.940821000
151.042,4.320964567
151.083,1.992650967
151.125,7.047547400
151.167,4.715050200
151.208,9.048866867
151.250,13.407285270
151.292,8.159364367
151.333,2.124584167
151.375,-0.064868867
151.417,2.950875867
151.458,3.930888067
151.500,3.707332367
151.542,3.845043867
151.583,5.235477067
151.625,1.094877433
151.667,3.700479267
151.708,0.996493200
151.750,-9.788761300
151.792,-8.058305800
151.833,29.400083400
151.875,5.689252767
151.917,12.164654270
151.958,-5.293801667
152.000,-1.670093800
152.042,-1.836496633
152.083,4.977092067
152.125,8.380653433
152.167,-1.132166067
152.208,12.287433370
152.250,13.844334330
152.292,11.494054500
152.333,4.394219467
152.375,1.064116033
152.417,3.663908133
152.458,1.736262933
152.500,2.099034833
152.542,4.565155533
152.583,3.040932233
152.625,0.077197900
152.667,-8.310536470
152.708,-2.701654100
152.750,0.056717300
152.792,2.886819000
152.833,12.099991900
152.875,16.467430170
152.917,13.474986100
152.958,-0.081182433
153.000,1.885976100
153.042,1.935769467
153.083,-0.181628833
153.125,4.631243800
153.167,3.830826600
153.208,6.284943433
153.250,4.677505633
153.292,2.520282333
153.333,0.819942500
153.375,6.491602233
153.417,-0.030963600
153.458,4.997100933
153.500,0.185777800
153.542,-21.345230900
153.583,-5.647162130
153.625,7.544038530
153.667,-5.042272570
153.708,-2.280775267
153.750,32.762966400
153.792,74.441035000
153.833,3.963051270
153.875,-2.172289300
153.917,0.679288933
153.958,2.462637367
154.000,-7.081114367
154.042,7.154893930
154.083,-5.385564000
154.125,0.805959533
154.167,4.131456033
154.208,3.683014633
154.250,2.359486000
154.292,-11.202368230
154.333,-11.655099830
154.375,-1.287217600
154.417,11.148858800
154.458,18.167561030
154.500,18.823571630
154.542,-11.914436230
154.583,6.976820670
154.625,6.121145770
154.667,-19.052774370
154.708,-1.928254033
154.750,4.837030167
154.792,9.087306500
154.833,1.958164600
154.875,22.693359030
154.917,12.352859300
154.958,2.736485033
155.000,4.439032133
155.042,0.566831433
155.083,7.270008700
155.125,6.056372667
155.167,2.077992467
155.208,5.385830700
155.250,1.642561800
155.292,2.190121700
155.333,1.092197467
155.375,2.439404200
155.417,0.432539167
155.458,4.975563300
155.500,-0.917509667
155.542,-19.285042100
155.583,1.238512870
155.625,-8.954250633
155.667,6.868888830
155.708,13.726639930
155.750,22.603881900
155.792,30.345788730
155.833,6.921613700
155.875,9.189501100
155.917,11.152889530
155.958,-7.093184867
156.000,7.779842500
156.042,1.809432400
156.083,6.202246133
156.125,2.618433267
156.167,2.144064800
156.208,5.145808633
156.250,1.011064700
156.292,0.886902400
156.333,3.563246600
156.375,4.628851100
156.417,0.477008567
156.458,6.144163900
156.500,2.461061800
156.542,2.817323000
156.583,5.395695733
156.625,1.799748300
156.667,3.145842400
156.708,-7.599524400
156.750,0.756069167
156.792,2.936827533
156.833,17.374092630
156.875,4.414313867
156.917,11.198749630
156.958,1.807322067
157.000,-6.380099033
157.042,8.856752233
157.083,-0.015092500
157.125,10.038943467
157.167,-6.786749500
157.208,-8.922337800
157.250,34.236222530
157.292,2.269584033
157.333,-2.048526033
157.375,4.226780000
157.417,0.877436667
157.458,2.601137100
157.500,-1.954083933
157.542,-13.720821070
157.583,-4.027545867
157.625,-5.550367567
157.667,-12.007470270
157.708,-16.764875470
157.750,13.980794400
157.792,11.734315270
157.833,42.437030170
157.875,57.366914270
157.917,-6.560439300
157.958,1.003130767
158.000,17.272697730
158.042,-1.652321633
158.083,-2.960791367
158.125,5.604122367
158.167,3.271834767
158.208,0.583513267
158.250,6.192128600
158.292,1.953686067
158.333,1.957540567
158.375,2.614525367
158.417,2.601800467
158.458,11.022746700
158.500,12.554781500
158.542,-23.239972430
158.583,6.069461630
158.625,-27.755492000
158.667,14.836605270
158.708,4.791103267
158.750,11.106076730
158.792,6.826343533
158.833,4.573380767
158.875,24.943255370
158.917,-8.645709833
158.958,6.034030533
159.000,4.319920233
159.042,2.289402400
159.083,0.088710500
159.125,7.049108133
159.167,4.787446933
159.208,11.359390170
159.250,11.871127800
159.292,11.860348170
159.333,-1.208027967
159.375,-2.790829367
159.417,3.517904333
159.458,-2.638853033
159.500,-0.885894133
159.542,-21.177868470
159.583,-7.863270667
159.625,-4.275212800
159.667,1.932300267
159.708,3.387089067
159.750,6.696938700
159.792,8.826845900
159.833,4.084976733
159.875,21.834406470
159.917,9.722032267
159.958,-1.407865333
160.000,10.844348100
160.042,1.701799167
160.083,0.928016067
160.125,2.859585167
160.167,6.344733167
160.208,4.809200600
160.250,7.856049567
160.292,10.442250900
160.333,2.239592200
160.375,10.951024570
160.417,-1.427514700
160.458,14.421797030
160.500,-0.414257970
160.542,-17.116299730
160.583,-3.280683767
160.625,-5.691341333
160.667,-1.958708167
160.708,10.136367400
160.750,-0.504887733
160.792,8.123919633
160.833,6.205585467
160.875,22.034615370
160.917,6.762287733
160.958,9.691663233
161.000,5.345474233
161.042,0.796945833
161.083,-1.772651600
161.125,0.153410633
161.167,6.741841667
161.208,0.921536467
161.250,9.380275000
161.292,-16.322980130
161.333,-15.504353200
161.375,-3.067676833
161.417,12.270896570
161.458,8.883386933
161.500,1.580855500
161.542,7.487071333
161.583,0.818212133
161.625,-0.201490100
161.667,9.227622667
161.708,-13.482112170
161.750,-10.386018730
161.792,8.999397370
161.833,3.925376370
161.875,57.622734600
161.917,11.927468730
161.958,10.828343830
162.000,9.275525967
162.042,9.003110433
162.083,-4.923851400
162.125,5.419380933
162.167,8.349569033
162.208,0.814688200
162.250,4.013696733
162.292,0.138211400
162.333,4.299036233
162.375,0.887468600
162.417,1.766088900
162.458,7.958037533
162.500,-0.456548970
162.542,-54.690499570
162.583,-0.250182970
162.625,-4.201339233
162.667,-6.241890333
162.708,13.386366470
162.750,21.240265270
162.792,-6.306081433
162.833,46.348415870
162.875,27.360032930
162.917,6.336658970
162.958,8.919578967
163.000,-4.979216533
163.042,2.524546967
163.083,3.662621267
163.125,3.816691467
163.167,0.079781533
163.208,2.550409467
163.250,0.814101133
163.292,3.428542267
163.333,1.384764467
163.375,2.712863467
163.417,1.169039567
163.458,3.894044130
163.500,15.792973330
163.542,8.506036700
163.583,-55.711734670
163.625,-19.265257370
163.667,-7.665815400
163.708,1.773761100
163.750,3.355222367
163.792,4.150908033
163.833,61.473405700
163.875,22.020323570
163.917,5.282138500
163.958,2.533034733
164.000,3.274785070
164.042,-3.562540400
164.083,-0.869768233
164.125,8.559366933
164.167,2.524413667
164.208,7.170555160
164.250,11.143555160
164.292,14.396555160
164.333,6.163062133
164.375,5.720830567
164.417,2.651141933
164.458,-4.449678367
164.500,-4.577994967
164.542,-8.133783300
164.583,4.114428433
164.625,-43.058182670
164.667,-11.764271600
164.708,-1.879353570
164.750,3.800289933
164.792,1.016432500
164.833,2.543843700
164.875,67.164149970
164.917,16.780973800
164.958,-1.888373030
165.000,3.826417370
165.042,-14.543539100
165.083,4.306969233
165.125,2.252169400
165.167,4.949165933
165.208,0.421707400
165.250,4.341531933
165.292,1.068577500
165.333,0.279912600
165.375,6.695887100
165.417,9.267842867
165.458,2.239359133
165.500,2.661226833
165.542,14.241368100
165.583,-6.614628470
165.625,-54.633338300
165.667,-1.013244100
165.708,-11.828775100
165.750,-4.810275333
165.792,-0.174594633
165.833,17.297115570
165.875,55.303086470
165.917,37.650256770
165.958,-3.748848370
166.000,7.399281900
166.042,-25.704135330
166.083,-7.766482100
166.125,13.260891630
166.167,10.766414500
166.208,2.444018467
166.250,1.550833367
166.292,8.022917767
166.333,7.636774667
166.375,1.378890967
166.417,5.550468600
166.458,3.617087100
166.500,5.597081370
166.542,16.386191600
166.583,0.925898967
166.625,1.511222867
166.667,-7.463907067
166.708,-33.711361000
166.750,0.363282270
166.792,2.458206167
166.833,0.941680600
166.875,20.107762330
166.917,21.254418530
166.958,-34.107437530
167.000,-18.932816970
167.042,-6.629208233
167.083,27.003832900
167.125,5.613363733
167.167,-3.001114233
167.208,28.471920370
167.250,24.183785470
167.292,5.658646367
167.333,5.649566900
167.375,0.625971967
167.417,8.089302200
167.458,4.642669967
167.500,-12.943034270
167.542,20.825463130
167.583,-36.427376970
167.625,19.378343070
167.667,9.074077067
167.708,22.078895870
167.750,4.914595633
167.792,2.929880167
167.833,4.578322767
167.875,-27.117290900
167.917,-18.918059270
167.958,-5.936811300
168.000,6.955293970
168.042,2.541845333
168.083,4.242230833
168.125,7.571348833
168.167,-1.665206567
168.208,22.866171830
168.250,14.009959570
168.292,6.656618700
168.333,7.322421900
168.375,3.048999133
168.417,4.831225533
168.458,-1.587325300
168.500,4.568384733
168.542,-1.082363033
168.583,6.790214367
168.625,-4.262628200
168.667,12.700774230
168.708,1.547559670
168.750,-11.460954570
168.792,7.223839800
168.833,8.004730900
168.875,-13.661255030
168.917,-22.583395630
168.958,5.375390100
169.000,2.749214967
169.042,7.931796567
169.083,8.846620667
169.125,4.285335767
169.167,6.193096600
169.208,5.650658067
169.250,0.349920567
169.292,9.075047133
169.333,9.845282333
169.375,0.957957900
169.417,8.415231067
169.458,4.026470033
169.500,11.145160300
169.542,1.614020667
169.583,4.606886800
169.625,6.730337867
169.667,18.512913700
169.708,-11.808225830
169.750,8.744501467
169.792,1.323949533
169.833,0.647612167
169.875,17.708211730
169.917,-10.880141570
169.958,7.531813367
170.000,-1.126881667
170.042,9.080828467
170.083,-1.592840067
170.125,4.857643467
170.167,4.716215133
170.208,-0.452224967
170.250,-2.350206233
170.292,6.780154467
170.333,-0.035778467
170.375,1.769548433
170.417,5.277326367
