$Swift Cr flowyear 2019 YC updated 06/01/23,
118.208,24.8336401
118.25,24.8336401
118.292,24.8336401
118.333,24.8336401
118.375,24.8336401
118.417,24.8336401
118.458,24.8336401
118.5,24.8336401
118.542,24.8336401
118.583,24.8336401
118.625,24.8336401
118.667,24.8336401
118.708,24.8336401
118.75,24.8336401
118.792,24.8336401
118.833,24.8336401
118.875,24.8336401
118.917,24.8336401
118.958,24.8336401
119,23.38949455
119.042,23.38949455
119.083,23.38949455
119.125,23.38949455
119.167,23.38949455
119.208,23.38949455
119.25,23.38949455
119.292,23.38949455
119.333,23.38949455
119.375,23.38949455
119.417,23.38949455
119.458,23.38949455
119.5,23.38949455
119.542,23.38949455
119.583,23.38949455
119.625,23.38949455
119.667,23.38949455
119.708,23.38949455
119.75,23.38949455
119.792,23.38949455
119.833,23.38949455
119.875,23.38949455
119.917,23.38949455
119.958,23.38949455
120,25.20175563
120.042,25.20175563
120.083,25.20175563
120.125,25.20175563
120.167,25.20175563
120.208,25.20175563
120.25,25.20175563
120.292,25.20175563
120.333,25.20175563
120.375,25.20175563
120.417,25.20175563
120.458,25.20175563
120.5,25.20175563
120.542,25.20175563
120.583,25.20175563
120.625,25.20175563
120.667,25.20175563
120.708,25.20175563
120.75,25.20175563
120.792,25.20175563
120.833,25.20175563
120.875,25.20175563
120.917,25.20175563
120.958,25.20175563
121,24.57879088
121.042,24.57879088
121.083,24.57879088
121.125,24.57879088
121.167,24.57879088
121.208,24.57879088
121.25,24.57879088
121.292,24.57879088
121.333,24.57879088
121.375,24.57879088
121.417,24.57879088
121.458,24.57879088
121.5,24.57879088
121.542,24.57879088
121.583,24.57879088
121.625,24.57879088
121.667,24.57879088
121.708,24.57879088
121.75,24.57879088
121.792,24.57879088
121.833,24.57879088
121.875,24.57879088
121.917,24.57879088
121.958,24.57879088
122,18.29251026
122.042,18.29251026
122.083,18.29251026
122.125,18.29251026
122.167,18.29251026
122.208,18.29251026
122.25,18.29251026
122.292,18.29251026
122.333,18.29251026
122.375,18.29251026
122.417,18.29251026
122.458,18.29251026
122.5,18.29251026
122.542,18.29251026
122.583,18.29251026
122.625,18.29251026
122.667,18.29251026
122.708,18.29251026
122.75,18.29251026
122.792,18.29251026
122.833,18.29251026
122.875,18.29251026
122.917,18.29251026
122.958,18.29251026
123,18.03766105
123.042,18.03766105
123.083,18.03766105
123.125,18.03766105
123.167,18.03766105
123.208,18.03766105
123.25,18.03766105
123.292,18.03766105
123.333,18.03766105
123.375,18.03766105
123.417,18.03766105
123.458,18.03766105
123.5,18.03766105
123.542,18.03766105
123.583,18.03766105
123.625,18.03766105
123.667,18.03766105
123.708,18.03766105
123.75,18.03766105
123.792,18.03766105
123.833,18.03766105
123.875,18.03766105
123.917,18.03766105
123.958,18.03766105
124,19.65170607
124.042,19.65170607
124.083,19.65170607
124.125,19.65170607
124.167,19.65170607
124.208,19.65170607
124.25,19.65170607
124.292,19.65170607
124.333,19.65170607
124.375,19.65170607
124.417,19.65170607
124.458,19.65170607
124.5,19.65170607
124.542,19.65170607
124.583,19.65170607
124.625,19.65170607
124.667,19.65170607
124.708,19.65170607
124.75,19.65170607
124.792,19.65170607
124.833,19.65170607
124.875,19.65170607
124.917,19.65170607
124.958,19.65170607
125,22.53999717
125.042,22.53999717
125.083,22.53999717
125.125,22.53999717
125.167,22.53999717
125.208,22.53999717
125.25,22.53999717
125.292,22.53999717
125.333,22.53999717
125.375,22.53999717
125.417,22.53999717
125.458,22.53999717
125.5,22.53999717
125.542,22.53999717
125.583,22.53999717
125.625,22.53999717
125.667,22.53999717
125.708,22.53999717
125.75,22.53999717
125.792,22.53999717
125.833,22.53999717
125.875,22.53999717
125.917,22.53999717
125.958,22.53999717
126,24.40889141
126.042,24.40889141
126.083,24.40889141
126.125,24.40889141
126.167,24.40889141
126.208,24.40889141
126.25,24.40889141
126.292,24.40889141
126.333,24.40889141
126.375,24.40889141
126.417,24.40889141
126.458,24.40889141
126.5,24.40889141
126.542,24.40889141
126.583,24.40889141
126.625,24.40889141
126.667,24.40889141
126.708,24.40889141
126.75,24.40889141
126.792,24.40889141
126.833,24.40889141
126.875,24.40889141
126.917,24.40889141
126.958,24.40889141
127,24.57879088
127.042,24.57879088
127.083,24.57879088
127.125,24.57879088
127.167,24.57879088
127.208,24.57879088
127.25,24.57879088
127.292,24.57879088
127.333,24.57879088
127.375,24.57879088
127.417,24.57879088
127.458,24.57879088
127.5,24.57879088
127.542,24.57879088
127.583,24.57879088
127.625,24.57879088
127.667,24.57879088
127.708,24.57879088
127.75,24.57879088
127.792,24.57879088
127.833,24.57879088
127.875,24.57879088
127.917,24.57879088
127.958,24.57879088
128,25.34333852
128.042,25.34333852
128.083,25.34333852
128.125,25.34333852
128.167,25.34333852
128.208,25.34333852
128.25,25.34333852
128.292,25.34333852
128.333,25.34333852
128.375,25.34333852
128.417,25.34333852
128.458,25.34333852
128.5,25.34333852
128.542,25.34333852
128.583,25.34333852
128.625,25.34333852
128.667,25.34333852
128.708,25.34333852
128.75,25.34333852
128.792,25.34333852
128.833,25.34333852
128.875,25.34333852
128.917,25.34333852
128.958,25.34333852
129,25.14512247
129.042,25.14512247
129.083,25.14512247
129.125,25.14512247
129.167,25.14512247
129.208,25.14512247
129.25,25.14512247
129.292,25.14512247
129.333,25.14512247
129.375,25.14512247
129.417,25.14512247
129.458,25.14512247
129.5,25.14512247
129.542,25.14512247
129.583,25.14512247
129.625,25.14512247
129.667,25.14512247
129.708,25.14512247
129.75,25.14512247
129.792,25.14512247
129.833,25.14512247
129.875,25.14512247
129.917,25.14512247
129.958,25.14512247
130,24.40889141
130.042,24.40889141
130.083,24.40889141
130.125,24.40889141
130.167,24.40889141
130.208,24.40889141
130.25,24.40889141
130.292,24.40889141
130.333,24.40889141
130.375,24.40889141
130.417,24.40889141
130.458,24.40889141
130.5,24.40889141
130.542,24.40889141
130.583,24.40889141
130.625,24.40889141
130.667,24.40889141
130.708,24.40889141
130.75,24.40889141
130.792,24.40889141
130.833,24.40889141
130.875,24.40889141
130.917,24.40889141
130.958,24.40889141
131,23.24791165
131.042,23.24791165
131.083,23.24791165
131.125,23.24791165
131.167,23.24791165
131.208,23.24791165
131.25,23.24791165
131.292,23.24791165
131.333,23.24791165
131.375,23.24791165
131.417,23.24791165
131.458,23.24791165
131.5,23.24791165
131.542,23.24791165
131.583,23.24791165
131.625,23.24791165
131.667,23.24791165
131.708,23.24791165
131.75,23.24791165
131.792,23.24791165
131.833,23.24791165
131.875,23.24791165
131.917,23.24791165
131.958,23.24791165
132,23.8708764
132.042,23.8708764
132.083,23.8708764
132.125,23.8708764
132.167,23.8708764
132.208,23.8708764
132.25,23.8708764
132.292,23.8708764
132.333,23.8708764
132.375,23.8708764
132.417,23.8708764
132.458,23.8708764
132.5,23.8708764
132.542,23.8708764
132.583,23.8708764
132.625,23.8708764
132.667,23.8708764
132.708,23.8708764
132.75,23.8708764
132.792,23.8708764
132.833,23.8708764
132.875,23.8708764
132.917,23.8708764
132.958,23.8708764
133,22.11524848
133.042,22.11524848
133.083,22.11524848
133.125,22.11524848
133.167,22.11524848
133.208,22.11524848
133.25,22.11524848
133.292,22.11524848
133.333,22.11524848
133.375,22.11524848
133.417,22.11524848
133.458,22.11524848
133.5,22.11524848
133.542,22.11524848
133.583,22.11524848
133.625,22.11524848
133.667,22.11524848
133.708,22.11524848
133.75,22.11524848
133.792,22.11524848
133.833,22.11524848
133.875,22.11524848
133.917,22.11524848
133.958,22.11524848
134,19.42517344
134.042,19.42517344
134.083,19.42517344
134.125,19.42517344
134.167,19.42517344
134.208,19.42517344
134.25,19.42517344
134.292,19.42517344
134.333,19.42517344
134.375,19.42517344
134.417,19.42517344
134.458,19.42517344
134.5,19.42517344
134.542,19.42517344
134.583,19.42517344
134.625,19.42517344
134.667,19.42517344
134.708,19.42517344
134.75,19.42517344
134.792,19.42517344
134.833,19.42517344
134.875,19.42517344
134.917,19.42517344
134.958,19.42517344
135,34.34801076
135.042,34.34801076
135.083,34.34801076
135.125,34.34801076
135.167,34.34801076
135.208,34.34801076
135.25,34.34801076
135.292,34.34801076
135.333,34.34801076
135.375,34.34801076
135.417,34.34801076
135.458,34.34801076
135.5,34.34801076
135.542,34.34801076
135.583,34.34801076
135.625,34.34801076
135.667,34.34801076
135.708,34.34801076
135.75,34.34801076
135.792,34.34801076
135.833,34.34801076
135.875,34.34801076
135.917,34.34801076
135.958,34.34801076
136,66.99702676
136.042,66.99702676
136.083,66.99702676
136.125,66.99702676
136.167,66.99702676
136.208,66.99702676
136.25,66.99702676
136.292,66.99702676
136.333,66.99702676
136.375,66.99702676
136.417,66.99702676
136.458,66.99702676
136.5,66.99702676
136.542,66.99702676
136.583,66.99702676
136.625,66.99702676
136.667,66.99702676
136.708,66.99702676
136.75,66.99702676
136.792,66.99702676
136.833,66.99702676
136.875,66.99702676
136.917,66.99702676
136.958,66.99702676
137,29.50587569
137.042,29.50587569
137.083,29.50587569
137.125,29.50587569
137.167,29.50587569
137.208,29.50587569
137.25,29.50587569
137.292,29.50587569
137.333,29.50587569
137.375,29.50587569
137.417,29.50587569
137.458,29.50587569
137.5,29.50587569
137.542,29.50587569
137.583,29.50587569
137.625,29.50587569
137.667,29.50587569
137.708,29.50587569
137.75,29.50587569
137.792,29.50587569
137.833,29.50587569
137.875,29.50587569
137.917,29.50587569
137.958,29.50587569
138,24.94690641
138.042,24.94690641
138.083,24.94690641
138.125,24.94690641
138.167,24.94690641
138.208,24.94690641
138.25,24.94690641
138.292,24.94690641
138.333,24.94690641
138.375,24.94690641
138.417,24.94690641
138.458,24.94690641
138.5,24.94690641
138.542,24.94690641
138.583,24.94690641
138.625,24.94690641
138.667,24.94690641
138.708,24.94690641
138.75,24.94690641
138.792,24.94690641
138.833,24.94690641
138.875,24.94690641
138.917,24.94690641
138.958,24.94690641
139,22.9081127
139.042,22.9081127
139.083,22.9081127
139.125,22.9081127
139.167,22.9081127
139.208,22.9081127
139.25,22.9081127
139.292,22.9081127
139.333,22.9081127
139.375,22.9081127
139.417,22.9081127
139.458,22.9081127
139.5,22.9081127
139.542,22.9081127
139.583,22.9081127
139.625,22.9081127
139.667,22.9081127
139.708,22.9081127
139.75,22.9081127
139.792,22.9081127
139.833,22.9081127
139.875,22.9081127
139.917,22.9081127
139.958,22.9081127
140,30.58190571
140.042,30.58190571
140.083,30.58190571
140.125,30.58190571
140.167,30.58190571
140.208,30.58190571
140.25,30.58190571
140.292,30.58190571
140.333,30.58190571
140.375,30.58190571
140.417,30.58190571
140.458,30.58190571
140.5,30.58190571
140.542,30.58190571
140.583,30.58190571
140.625,30.58190571
140.667,30.58190571
140.708,30.58190571
140.75,30.58190571
140.792,30.58190571
140.833,30.58190571
140.875,30.58190571
140.917,30.58190571
140.958,30.58190571
141,17.49964604
141.042,17.49964604
141.083,17.49964604
141.125,17.49964604
141.167,17.49964604
141.208,17.49964604
141.25,17.49964604
141.292,17.49964604
141.333,17.49964604
141.375,17.49964604
141.417,17.49964604
141.458,17.49964604
141.5,17.49964604
141.542,17.49964604
141.583,17.49964604
141.625,17.49964604
141.667,17.49964604
141.708,17.49964604
141.75,17.49964604
141.792,17.49964604
141.833,17.49964604
141.875,17.49964604
141.917,17.49964604
141.958,17.49964604
142,16.70678182
142.042,16.70678182
142.083,16.70678182
142.125,16.70678182
142.167,16.70678182
142.208,16.70678182
142.25,16.70678182
142.292,16.70678182
142.333,16.70678182
142.375,16.70678182
142.417,16.70678182
142.458,16.70678182
142.5,16.70678182
142.542,16.70678182
142.583,16.70678182
142.625,16.70678182
142.667,16.70678182
142.708,16.70678182
142.75,16.70678182
142.792,16.70678182
142.833,16.70678182
142.875,16.70678182
142.917,16.70678182
142.958,16.70678182
143,17.27311341
143.042,17.27311341
143.083,17.27311341
143.125,17.27311341
143.167,17.27311341
143.208,17.27311341
143.25,17.27311341
143.292,17.27311341
143.333,17.27311341
143.375,17.27311341
143.417,17.27311341
143.458,17.27311341
143.5,17.27311341
143.542,17.27311341
143.583,17.27311341
143.625,17.27311341
143.667,17.27311341
143.708,17.27311341
143.75,17.27311341
143.792,17.27311341
143.833,17.27311341
143.875,17.27311341
143.917,17.27311341
143.958,17.27311341
144,16.48024919
144.042,16.48024919
144.083,16.48024919
144.125,16.48024919
144.167,16.48024919
144.208,16.48024919
144.25,16.48024919
144.292,16.48024919
144.333,16.48024919
144.375,16.48024919
144.417,16.48024919
144.458,16.48024919
144.5,16.48024919
144.542,16.48024919
144.583,16.48024919
144.625,16.48024919
144.667,16.48024919
144.708,16.48024919
144.75,16.48024919
144.792,16.48024919
144.833,16.48024919
144.875,16.48024919
144.917,16.48024919
144.958,16.48024919
145,15.71570154
145.042,15.71570154
145.083,15.71570154
145.125,15.71570154
145.167,15.71570154
145.208,15.71570154
145.25,15.71570154
145.292,15.71570154
145.333,15.71570154
145.375,15.71570154
145.417,15.71570154
145.458,15.71570154
145.5,15.71570154
145.542,15.71570154
145.583,15.71570154
145.625,15.71570154
145.667,15.71570154
145.708,15.71570154
145.75,15.71570154
145.792,15.71570154
145.833,15.71570154
145.875,15.71570154
145.917,15.71570154
145.958,15.71570154
146,16.7350984
146.042,16.7350984
146.083,16.7350984
146.125,16.7350984
146.167,16.7350984
146.208,16.7350984
146.25,16.7350984
146.292,16.7350984
146.333,16.7350984
146.375,16.7350984
146.417,16.7350984
146.458,16.7350984
146.5,16.7350984
146.542,16.7350984
146.583,16.7350984
146.625,16.7350984
146.667,16.7350984
146.708,16.7350984
146.75,16.7350984
146.792,16.7350984
146.833,16.7350984
146.875,16.7350984
146.917,16.7350984
146.958,16.7350984
147,16.56519892
147.042,16.56519892
147.083,16.56519892
147.125,16.56519892
147.167,16.56519892
147.208,16.56519892
147.25,16.56519892
147.292,16.56519892
147.333,16.56519892
147.375,16.56519892
147.417,16.56519892
147.458,16.56519892
147.5,16.56519892
147.542,16.56519892
147.583,16.56519892
147.625,16.56519892
147.667,16.56519892
147.708,16.56519892
147.75,16.56519892
147.792,16.56519892
147.833,16.56519892
147.875,16.56519892
147.917,16.56519892
147.958,16.56519892
148,18.23587711
148.042,18.23587711
148.083,18.23587711
148.125,18.23587711
148.167,18.23587711
148.208,18.23587711
148.25,18.23587711
148.292,18.23587711
148.333,18.23587711
148.375,18.23587711
148.417,18.23587711
148.458,18.23587711
148.5,18.23587711
148.542,18.23587711
148.583,18.23587711
148.625,18.23587711
148.667,18.23587711
148.708,18.23587711
148.75,18.23587711
148.792,18.23587711
148.833,18.23587711
148.875,18.23587711
148.917,18.23587711
148.958,18.23587711
149,21.57723347
149.042,21.57723347
149.083,21.57723347
149.125,21.57723347
149.167,21.57723347
149.208,21.57723347
149.25,21.57723347
149.292,21.57723347
149.333,21.57723347
149.375,21.57723347
149.417,21.57723347
149.458,21.57723347
149.5,21.57723347
149.542,21.57723347
149.583,21.57723347
149.625,21.57723347
149.667,21.57723347
149.708,21.57723347
149.75,21.57723347
149.792,21.57723347
149.833,21.57723347
149.875,21.57723347
149.917,21.57723347
149.958,21.57723347
150,19.28359054
150.042,19.28359054
150.083,19.28359054
150.125,19.28359054
150.167,19.28359054
150.208,19.28359054
150.25,19.28359054
150.292,19.28359054
150.333,19.28359054
150.375,19.28359054
150.417,19.28359054
150.458,19.28359054
150.5,19.28359054
150.542,19.28359054
150.583,19.28359054
150.625,19.28359054
150.667,19.28359054
150.708,19.28359054
150.75,19.28359054
150.792,19.28359054
150.833,19.28359054
150.875,19.28359054
150.917,19.28359054
150.958,19.28359054
151,20.84100241
151.042,20.84100241
151.083,20.84100241
151.125,20.84100241
151.167,20.84100241
151.208,20.84100241
151.25,20.84100241
151.292,20.84100241
151.333,20.84100241
151.375,20.84100241
151.417,20.84100241
151.458,20.84100241
151.5,20.84100241
151.542,20.84100241
151.583,20.84100241
151.625,20.84100241
151.667,20.84100241
151.708,20.84100241
151.75,20.84100241
151.792,20.84100241
151.833,20.84100241
151.875,20.84100241
151.917,20.84100241
151.958,20.84100241
152,23.64434376
152.042,23.64434376
152.083,23.64434376
152.125,23.64434376
152.167,23.64434376
152.208,23.64434376
152.25,23.64434376
152.292,23.64434376
152.333,23.64434376
152.375,23.64434376
152.417,23.64434376
152.458,23.64434376
152.5,23.64434376
152.542,23.64434376
152.583,23.64434376
152.625,23.64434376
152.667,23.64434376
152.708,23.64434376
152.75,23.64434376
152.792,23.64434376
152.833,23.64434376
152.875,23.64434376
152.917,23.64434376
152.958,23.64434376
153,26.81580065
153.042,26.81580065
153.083,26.81580065
153.125,26.81580065
153.167,26.81580065
153.208,26.81580065
153.25,26.81580065
153.292,26.81580065
153.333,26.81580065
153.375,26.81580065
153.417,26.81580065
153.458,26.81580065
153.5,26.81580065
153.542,26.81580065
153.583,26.81580065
153.625,26.81580065
153.667,26.81580065
153.708,26.81580065
153.75,26.81580065
153.792,26.81580065
153.833,26.81580065
153.875,26.81580065
153.917,26.81580065
153.958,26.81580065
154,25.6548209
154.042,25.6548209
154.083,25.6548209
154.125,25.6548209
154.167,25.6548209
154.208,25.6548209
154.25,25.6548209
154.292,25.6548209
154.333,25.6548209
154.375,25.6548209
154.417,25.6548209
154.458,25.6548209
154.5,25.6548209
154.542,25.6548209
154.583,25.6548209
154.625,25.6548209
154.667,25.6548209
154.708,25.6548209
154.75,25.6548209
154.792,25.6548209
154.833,25.6548209
154.875,25.6548209
154.917,25.6548209
154.958,25.6548209
155,24.26730851
155.042,24.26730851
155.083,24.26730851
155.125,24.26730851
155.167,24.26730851
155.208,24.26730851
155.25,24.26730851
155.292,24.26730851
155.333,24.26730851
155.375,24.26730851
155.417,24.26730851
155.458,24.26730851
155.5,24.26730851
155.542,24.26730851
155.583,24.26730851
155.625,24.26730851
155.667,24.26730851
155.708,24.26730851
155.75,24.26730851
155.792,24.26730851
155.833,24.26730851
155.875,24.26730851
155.917,24.26730851
155.958,24.26730851
156,22.0869319
156.042,22.0869319
156.083,22.0869319
156.125,22.0869319
156.167,22.0869319
156.208,22.0869319
156.25,22.0869319
156.292,22.0869319
156.333,22.0869319
156.375,22.0869319
156.417,22.0869319
156.458,22.0869319
156.5,22.0869319
156.542,22.0869319
156.583,22.0869319
156.625,22.0869319
156.667,22.0869319
156.708,22.0869319
156.75,22.0869319
156.792,22.0869319
156.833,22.0869319
156.875,22.0869319
156.917,22.0869319
156.958,22.0869319
157,15.68738496
157.042,15.68738496
157.083,15.68738496
157.125,15.68738496
157.167,15.68738496
157.208,15.68738496
157.25,15.68738496
157.292,15.68738496
157.333,15.68738496
157.375,15.68738496
157.417,15.68738496
157.458,15.68738496
157.5,15.68738496
157.542,15.68738496
157.583,15.68738496
157.625,15.68738496
157.667,15.68738496
157.708,15.68738496
157.75,15.68738496
157.792,15.68738496
157.833,15.68738496
157.875,15.68738496
157.917,15.68738496
157.958,15.68738496
158,14.10165652
158.042,14.10165652
158.083,14.10165652
158.125,14.10165652
158.167,14.10165652
158.208,14.10165652
158.25,14.10165652
158.292,14.10165652
158.333,14.10165652
158.375,14.10165652
158.417,14.10165652
158.458,14.10165652
158.5,14.10165652
158.542,14.10165652
158.583,14.10165652
158.625,14.10165652
158.667,14.10165652
158.708,14.10165652
158.75,14.10165652
158.792,14.10165652
158.833,14.10165652
158.875,14.10165652
158.917,14.10165652
158.958,14.10165652
159,13.36542546
159.042,13.36542546
159.083,13.36542546
159.125,13.36542546
159.167,13.36542546
159.208,13.36542546
159.25,13.36542546
159.292,13.36542546
159.333,13.36542546
159.375,13.36542546
159.417,13.36542546
159.458,13.36542546
159.5,13.36542546
159.542,13.36542546
159.583,13.36542546
159.625,13.36542546
159.667,13.36542546
159.708,13.36542546
159.75,13.36542546
159.792,13.36542546
159.833,13.36542546
159.875,13.36542546
159.917,13.36542546
159.958,13.36542546
160,14.29987258
160.042,14.29987258
160.083,14.29987258
160.125,14.29987258
160.167,14.29987258
160.208,14.29987258
160.25,14.29987258
160.292,14.29987258
160.333,14.29987258
160.375,14.29987258
160.417,14.29987258
160.458,14.29987258
160.5,14.29987258
160.542,14.29987258
160.583,14.29987258
160.625,14.29987258
160.667,14.29987258
160.708,14.29987258
160.75,14.29987258
160.792,14.29987258
160.833,14.29987258
160.875,14.29987258
160.917,14.29987258
160.958,14.29987258
161,15.80065128
161.042,15.80065128
161.083,15.80065128
161.125,15.80065128
161.167,15.80065128
161.208,15.80065128
161.25,15.80065128
161.292,15.80065128
161.333,15.80065128
161.375,15.80065128
161.417,15.80065128
161.458,15.80065128
161.5,15.80065128
161.542,15.80065128
161.583,15.80065128
161.625,15.80065128
161.667,15.80065128
161.708,15.80065128
161.75,15.80065128
161.792,15.80065128
161.833,15.80065128
161.875,15.80065128
161.917,15.80065128
161.958,15.80065128
162,18.49072632
162.042,18.49072632
162.083,18.49072632
162.125,18.49072632
162.167,18.49072632
162.208,18.49072632
162.25,18.49072632
162.292,18.49072632
162.333,18.49072632
162.375,18.49072632
162.417,18.49072632
162.458,18.49072632
162.5,18.49072632
162.542,18.49072632
162.583,18.49072632
162.625,18.49072632
162.667,18.49072632
162.708,18.49072632
162.75,18.49072632
162.792,18.49072632
162.833,18.49072632
162.875,18.49072632
162.917,18.49072632
162.958,18.49072632
163,19.96318845
163.042,19.96318845
163.083,19.96318845
163.125,19.96318845
163.167,19.96318845
163.208,19.96318845
163.25,19.96318845
163.292,19.96318845
163.333,19.96318845
163.375,19.96318845
163.417,19.96318845
163.458,19.96318845
163.5,19.96318845
163.542,19.96318845
163.583,19.96318845
163.625,19.96318845
163.667,19.96318845
163.708,19.96318845
163.75,19.96318845
163.792,19.96318845
163.833,19.96318845
163.875,19.96318845
163.917,19.96318845
163.958,19.96318845
164,17.13153051
164.042,17.13153051
164.083,17.13153051
164.125,17.13153051
164.167,17.13153051
164.208,17.13153051
164.25,17.13153051
164.292,17.13153051
164.333,17.13153051
164.375,17.13153051
164.417,17.13153051
164.458,17.13153051
164.5,17.13153051
164.542,17.13153051
164.583,17.13153051
164.625,17.13153051
164.667,17.13153051
164.708,17.13153051
164.75,17.13153051
164.792,17.13153051
164.833,17.13153051
164.875,17.13153051
164.917,17.13153051
164.958,17.13153051
165,18.17924395
165.042,18.17924395
165.083,18.17924395
165.125,18.17924395
165.167,18.17924395
165.208,18.17924395
165.25,18.17924395
165.292,18.17924395
165.333,18.17924395
165.375,18.17924395
165.417,18.17924395
165.458,18.17924395
165.5,18.17924395
165.542,18.17924395
165.583,18.17924395
165.625,18.17924395
165.667,18.17924395
165.708,18.17924395
165.75,18.17924395
165.792,18.17924395
165.833,18.17924395
165.875,18.17924395
165.917,18.17924395
165.958,18.17924395
166,14.86620416
166.042,14.86620416
166.083,14.86620416
166.125,14.86620416
166.167,14.86620416
166.208,14.86620416
166.25,14.86620416
166.292,14.86620416
166.333,14.86620416
166.375,14.86620416
166.417,14.86620416
166.458,14.86620416
166.5,14.86620416
166.542,14.86620416
166.583,14.86620416
166.625,14.86620416
166.667,14.86620416
166.708,14.86620416
166.75,14.86620416
166.792,14.86620416
166.833,14.86620416
166.875,14.86620416
166.917,14.86620416
166.958,14.86620416
167,13.22384256
167.042,13.22384256
167.083,13.22384256
167.125,13.22384256
167.167,13.22384256
167.208,13.22384256
167.25,13.22384256
167.292,13.22384256
167.333,13.22384256
167.375,13.22384256
167.417,13.22384256
167.458,13.22384256
167.5,13.22384256
167.542,13.22384256
167.583,13.22384256
167.625,13.22384256
167.667,13.22384256
167.708,13.22384256
167.75,13.22384256
167.792,13.22384256
167.833,13.22384256
167.875,13.22384256
167.917,13.22384256
167.958,13.22384256
168,12.99730992
168.042,12.99730992
168.083,12.99730992
168.125,12.99730992
168.167,12.99730992
168.208,12.99730992
168.25,12.99730992
168.292,12.99730992
168.333,12.99730992
168.375,12.99730992
168.417,12.99730992
168.458,12.99730992
168.5,12.99730992
168.542,12.99730992
168.583,12.99730992
168.625,12.99730992
168.667,12.99730992
168.708,12.99730992
168.75,12.99730992
168.792,12.99730992
168.833,12.99730992
168.875,12.99730992
168.917,12.99730992
168.958,12.99730992
169,10.33555147
169.042,10.33555147
169.083,10.33555147
169.125,10.33555147
169.167,10.33555147
169.208,10.33555147
169.25,10.33555147
169.292,10.33555147
169.333,10.33555147
169.375,10.33555147
169.417,10.33555147
169.458,10.33555147
169.5,10.33555147
169.542,10.33555147
169.583,10.33555147
169.625,10.33555147
169.667,10.33555147
169.708,10.33555147
169.75,10.33555147
169.792,10.33555147
169.833,10.33555147
169.875,10.33555147
169.917,10.33555147
169.958,10.33555147
170,8.948039077
170.042,8.948039077
170.083,8.948039077
170.125,8.948039077
170.167,8.948039077
170.208,8.948039077
170.25,8.948039077
170.292,8.948039077
170.333,8.948039077
170.375,8.948039077
170.417,8.948039077
170.458,8.948039077
170.5,8.948039077
170.542,8.948039077
170.583,8.948039077
170.625,8.948039077
170.667,8.948039077
170.708,8.948039077
170.75,8.948039077
170.792,8.948039077
170.833,8.948039077
170.875,8.948039077
170.917,8.948039077
170.958,8.948039077
171,5.29520034
171.042,5.29520034
171.083,5.29520034
171.125,5.29520034
171.167,5.29520034
171.208,5.29520034
171.25,5.29520034
171.292,5.29520034
171.333,5.29520034
171.375,5.29520034
171.417,5.29520034
171.458,5.29520034
171.5,5.29520034
171.542,5.29520034
171.583,5.29520034
171.625,5.29520034
171.667,5.29520034
171.708,5.29520034
171.75,5.29520034
171.792,5.29520034
171.833,5.29520034
171.875,5.29520034
171.917,5.29520034
171.958,5.29520034
172,3.709471896
172.042,3.709471896
172.083,3.709471896
172.125,3.709471896
172.167,3.709471896
172.208,3.709471896
172.25,3.709471896
172.292,3.709471896
172.333,3.709471896
172.375,3.709471896
172.417,3.709471896
172.458,3.709471896
172.5,3.709471896
172.542,3.709471896
172.583,3.709471896
172.625,3.709471896
172.667,3.709471896
172.708,3.709471896
172.75,3.709471896
172.792,3.709471896
172.833,3.709471896
172.875,3.709471896
172.917,3.709471896
172.958,3.709471896
173,5.550049554
173.042,5.550049554
173.083,5.550049554
173.125,5.550049554
173.167,5.550049554
173.208,5.550049554
173.25,5.550049554
173.292,5.550049554
173.333,5.550049554
173.375,5.550049554
173.417,5.550049554
173.458,5.550049554
173.5,5.550049554
173.542,5.550049554
173.583,5.550049554
173.625,5.550049554
173.667,5.550049554
173.708,5.550049554
173.75,5.550049554
173.792,5.550049554
173.833,5.550049554
173.875,5.550049554
173.917,5.550049554
173.958,5.550049554
174,5.663315871
174.042,5.663315871
174.083,5.663315871
174.125,5.663315871
174.167,5.663315871
174.208,5.663315871
174.25,5.663315871
174.292,5.663315871
174.333,5.663315871
174.375,5.663315871
174.417,5.663315871
174.458,5.663315871
174.5,5.663315871
174.542,5.663315871
174.583,5.663315871
174.625,5.663315871
174.667,5.663315871
174.708,5.663315871
174.75,5.663315871
174.792,5.663315871
174.833,5.663315871
174.875,5.663315871
174.917,5.663315871
174.958,5.663315871
175,3.766105055
175.042,3.766105055
175.083,3.766105055
175.125,3.766105055
175.167,3.766105055
175.208,3.766105055
175.25,3.766105055
175.292,3.766105055
175.333,3.766105055
175.375,3.766105055
175.417,3.766105055
175.458,3.766105055
175.5,3.766105055
175.542,3.766105055
175.583,3.766105055
175.625,3.766105055
175.667,3.766105055
175.708,3.766105055
175.75,3.766105055
175.792,3.766105055
175.833,3.766105055
175.875,3.766105055
175.917,3.766105055
175.958,3.766105055
176,3.199773467
176.042,3.199773467
176.083,3.199773467
176.125,3.199773467
176.167,3.199773467
176.208,3.199773467
176.25,3.199773467
176.292,3.199773467
176.333,3.199773467
176.375,3.199773467
176.417,3.199773467
176.458,3.199773467
176.5,3.199773467
176.542,3.199773467
176.583,3.199773467
176.625,3.199773467
176.667,3.199773467
176.708,3.199773467
176.75,3.199773467
176.792,3.199773467
176.833,3.199773467
