$inflow Tw is used for Tw of qdt year 2018 YC 03/14/2023,
192.292,7.895
192.333,7.92
192.375,7.92
192.417,7.92
192.458,7.92
192.5,8.045
192.542,8.095
192.583,8.17
192.625,8.195
192.667,8.145
192.708,8.07
192.75,7.92
192.792,7.945
192.833,7.92
192.875,7.945
192.917,7.92
192.958,7.945
193,8.07
193.042,8.07
193.083,8.07
193.125,8.095
193.167,8.095
193.208,8.145
193.25,8.12
193.292,8.07
193.333,7.945
193.375,7.92
193.417,7.92
193.458,7.92
193.5,8.045
193.542,8.12
193.583,8.145
193.625,8.145
193.667,8.12
193.708,8.07
193.75,7.945
193.792,7.92
193.833,7.92
193.875,7.92
193.917,7.92
193.958,7.945
194,8.045
194.042,8.07
194.083,8.095
194.125,8.12
194.167,8.145
194.208,8.02
194.25,7.895
194.292,7.895
194.333,7.895
194.375,7.895
194.417,7.895
194.458,7.92
194.5,7.895
194.542,8.045
194.583,7.945
194.625,7.945
194.667,7.92
194.708,7.895
194.75,7.92
194.792,7.895
194.833,7.895
194.875,7.945
194.917,7.995
194.958,8.045
195,8.095
195.042,8.095
195.083,8.12
195.125,8.145
195.167,8.145
195.208,8.07
195.25,7.895
195.292,7.87
195.333,7.895
195.375,7.895
195.417,7.945
195.458,7.92
195.5,8.02
195.542,8.368888889
195.583,8.07
195.625,8.045
195.667,8.045
195.708,8.07
195.75,7.92
195.792,7.92
195.833,7.92
195.875,7.945
195.917,7.945
195.958,7.995
196,8.17
196.042,8.145
196.083,8.195
196.125,8.22
196.167,8.245
196.208,8.245
196.25,8.295
196.292,8.12
196.333,7.92
196.375,7.92
196.417,7.92
196.458,7.92
196.5,7.945
196.542,7.945
196.583,7.92
196.625,7.92
196.667,7.92
196.708,7.945
196.75,7.945
196.792,7.945
196.833,7.945
196.875,7.92
196.917,7.92
196.958,8.02
197,8.07
197.042,8.145
197.083,8.17
197.125,8.195
197.167,8.195
197.208,8.12
197.25,7.895
197.292,7.92
197.333,7.92
197.375,7.97
197.417,7.97
197.458,7.945
197.5,8.07
197.542,8.045
197.583,8.07
197.625,8.07
197.667,8.07
197.708,7.995
197.75,7.945
197.792,7.92
197.833,7.92
197.875,7.895
197.917,7.895
197.958,7.895
198,8.145
198.042,8.17
198.083,8.17
198.125,8.17
198.167,8.195
198.208,8.07
198.25,7.92
198.292,7.92
198.333,7.945
198.375,7.92
198.417,7.945
198.458,7.945
198.5,7.995
198.542,8.095
198.583,8.07
198.625,8.12
198.667,8.095
198.708,8.045
198.75,7.945
198.792,7.945
198.833,7.895
198.875,7.87
198.917,7.895
198.958,7.87
199,7.97
199.042,8.045
199.083,8.095
199.125,8.145
199.167,8.17
199.208,8.095
199.25,7.895
199.292,7.92
199.333,7.92
199.375,7.92
199.417,7.92
199.458,7.97
199.5,8.045
199.542,8.095
199.583,7.995
199.625,8.07
199.667,8.095
199.708,8.045
199.75,7.92
199.792,7.92
199.833,7.92
199.875,7.92
199.917,7.92
199.958,7.945
200,8.02
200.042,8.045
200.083,8.07
200.125,8.095
200.167,8.12
200.208,8.045
200.25,7.92
200.292,7.92
200.333,7.945
200.375,7.945
200.417,7.945
200.458,7.945
200.5,8.07
200.542,8.095
200.583,8.095
200.625,8.145
200.667,8.12
200.708,8.045
200.75,7.97
200.792,7.945
200.833,7.945
200.875,7.945
200.917,7.92
200.958,7.87
201,8.12
201.042,8.145
201.083,8.145
201.125,8.17
201.167,8.195
201.208,8.095
201.25,7.92
201.292,7.995
201.333,7.945
201.375,7.945
201.417,7.945
201.458,7.97
201.5,7.995
201.542,7.995
201.583,8.045
201.625,8.07
201.667,8.095
201.708,8.045
201.75,7.945
201.792,7.945
201.833,7.945
201.875,7.92
201.917,8.02
201.958,8.17
202,8.145
202.042,8.17
202.083,8.195
202.125,8.195
202.167,8.195
202.208,8.095
202.25,7.92
202.292,7.92
202.333,7.92
202.375,7.945
202.417,7.945
202.458,7.97
202.5,7.995
202.542,7.995
202.583,8.045
202.625,8.095
202.667,8.095
202.708,8.045
202.75,7.92
202.792,7.92
202.833,7.92
202.875,7.92
202.917,7.945
202.958,8.045
203,8.095
203.042,8.12
203.083,8.145
203.125,8.17
203.167,8.195
203.208,8.07
203.25,7.945
203.292,7.945
203.333,7.945
203.375,7.945
203.417,7.945
203.458,7.97
203.5,7.97
203.542,7.995
203.583,8.02
203.625,8.07
203.667,8.02
203.708,8.07
203.75,7.945
203.792,7.945
203.833,7.945
203.875,7.945
203.917,7.97
203.958,7.92
204,7.92
204.042,7.895
204.083,7.895
204.125,7.895
204.167,7.92
204.208,7.945
204.25,7.895
204.292,7.895
204.333,7.92
204.375,7.97
204.417,7.945
204.458,7.945
204.5,8.393888889
204.542,8.542777778
204.583,8.443888889
204.625,8.145
204.667,8.245
204.708,7.92
204.75,7.92
204.792,7.945
204.833,7.945
204.875,7.92
204.917,7.945
204.958,7.92
205,7.92
205.042,7.92
205.083,7.92
205.125,7.92
205.167,7.895
205.208,7.92
205.25,7.945
205.292,7.945
205.333,7.945
205.375,7.945
205.417,7.945
205.458,7.97
205.5,8.27
205.542,8.493888889
205.583,8.045
205.625,8.02
205.667,8.343888889
205.708,8.195
205.75,7.945
205.792,7.92
205.833,7.92
205.875,7.895
205.917,7.92
205.958,7.895
206,7.945
206.042,7.92
206.083,7.92
206.125,7.945
206.167,7.895
206.208,7.895
206.25,7.92
206.292,7.895
206.333,7.92
206.375,7.895
206.417,7.92
206.458,7.945
206.5,8.195
206.542,8.245
206.583,8.318888889
206.625,8.27
206.667,8.22
206.708,8.12
206.75,7.895
206.792,7.87
206.833,7.895
206.875,7.97
206.917,7.92
206.958,7.895
207,7.895
207.042,7.895
207.083,7.895
207.125,7.97
207.167,7.995
207.208,7.97
207.25,7.92
207.292,7.945
207.333,7.995
207.375,7.995
207.417,7.97
207.458,7.995
207.5,8.095
207.542,8.17
207.583,8.145
207.625,8.195
207.667,8.145
207.708,8.045
207.75,7.92
207.792,7.945
207.833,7.945
207.875,7.945
207.917,7.97
207.958,7.945
208,7.945
208.042,7.945
208.083,7.945
208.125,7.995
208.167,7.995
208.208,7.97
208.25,7.995
208.292,7.995
208.333,8.02
208.375,8.02
208.417,8.02
208.458,8.02
208.5,8.095
208.542,8.12
208.583,8.22
208.625,8.468888889
208.667,8.518888889
208.708,8.443888889
208.75,8.318888889
208.792,8.27
208.833,8.245
208.875,8.245
208.917,8.195
208.958,8.195
209,8.145
209.042,8.045
209.083,8.02
209.125,8.045
209.167,8.045
209.208,8.045
209.25,8.045
209.292,8.02
209.333,8.045
209.375,8.045
209.417,8.045
209.458,8.095
209.5,8.17
209.542,8.318888889
209.583,8.295
209.625,8.22
209.667,8.27
209.708,8.17
209.75,8.02
209.792,8.02
209.833,7.995
209.875,7.995
209.917,8.02
209.958,8.045
210,8.02
210.042,8.02
210.083,8.02
210.125,8.045
210.167,8.12
210.208,8.17
210.25,8.195
210.292,8.22
210.333,8.245
210.375,8.318888889
210.417,8.343888889
210.458,8.195
210.5,8.095
210.542,8.12
210.583,8.22
210.625,8.22
210.667,8.145
210.708,8.07
210.75,8.02
210.792,7.995
210.833,7.995
210.875,8.22
210.917,8.245
210.958,8.245
211,8.245
211.042,8.245
211.083,8.22
211.125,8.22
211.167,8.22
211.208,8.195
211.25,8.195
211.292,8.22
211.333,8.195
211.375,8.045
211.417,8.045
211.458,8.07
211.5,8.12
211.542,8.245
211.583,8.245
211.625,8.393888889
211.667,8.542777778
211.708,8.343888889
211.75,8.27
211.792,8.245
211.833,8.245
211.875,8.245
211.917,8.22
211.958,8.245
212,8.22
212.042,8.22
212.083,8.195
212.125,8.195
212.167,8.195
212.208,8.195
212.25,8.195
212.292,8.195
212.333,8.145
212.375,8.07
212.417,8.045
212.458,8.07
212.5,8.12
212.542,8.17
212.583,8.07
212.625,8.045
212.667,8.095
212.708,8.095
212.75,8.07
212.792,8.045
212.833,7.92
212.875,7.945
212.917,7.97
212.958,7.97
213,7.97
213.042,7.97
213.083,7.995
213.125,7.97
213.167,7.995
213.208,7.995
213.25,7.995
213.292,7.995
213.333,8.045
213.375,8.22
213.417,8.045
213.458,8.045
213.5,8.17
213.542,8.343888889
213.583,8.295
213.625,8.245
213.667,8.22
213.708,8.145
213.75,8.02
213.792,7.995
213.833,7.995
213.875,8.02
213.917,8.02
213.958,8.02
214,8.02
214.042,8.02
214.083,8.02
214.125,8.02
214.167,8.045
214.208,8.02
214.25,8.02
214.292,8.045
214.333,8.045
214.375,8.045
214.417,8.095
214.458,8.07
214.5,8.17
214.542,8.27
214.583,8.295
214.625,8.368888889
214.667,8.245
214.708,8.17
214.75,8.02
214.792,7.995
214.833,7.995
214.875,7.995
214.917,7.97
214.958,7.97
215,7.97
215.042,7.97
215.083,7.97
215.125,7.97
215.167,7.97
215.208,7.97
215.25,7.97
215.292,7.97
215.333,7.995
215.375,7.995
215.417,8.045
215.458,8.07
215.5,8.145
215.542,8.195
215.583,8.195
215.625,8.195
215.667,8.195
215.708,8.27
215.75,8.295
215.792,8.318888889
215.833,8.318888889
215.875,8.12
215.917,8.02
215.958,8.045
216,8.045
216.042,8.045
216.083,8.045
216.125,8.045
216.167,8.045
216.208,8.045
216.25,8.045
216.292,8.045
216.333,8.045
216.375,8.045
216.417,8.07
216.458,8.07
216.5,8.12
216.542,8.22
216.583,8.145
216.625,8.195
216.667,8.145
216.708,8.145
216.75,8.02
216.792,8.145
216.833,8.17
216.875,8.145
216.917,8.145
216.958,8.12
217,8.12
217.042,8.12
217.083,8.145
217.125,8.145
217.167,8.145
217.208,8.145
217.25,8.145
217.292,8.145
217.333,8.02
217.375,8.045
217.417,8.045
217.458,8.07
217.5,8.07
217.542,8.095
217.583,8.095
217.625,8.12
217.667,8.12
217.708,8.095
217.75,8.045
217.792,8.02
217.833,8.02
217.875,8.02
217.917,8.045
217.958,8.07
218,8.07
218.042,8.07
218.083,8.045
218.125,8.045
218.167,8.045
218.208,8.045
218.25,8.045
218.292,8.17
218.333,8.22
218.375,8.245
218.417,8.07
218.458,8.07
218.5,8.095
218.542,8.22
218.583,8.195
218.625,8.368888889
218.667,8.145
218.708,7.995
218.75,7.97
218.792,7.97
218.833,7.945
218.875,8.045
218.917,8.045
218.958,8.045
219,8.045
219.042,8.045
219.083,8.02
219.125,7.995
219.167,8.095
219.208,8.145
219.25,8.17
219.292,8.195
219.333,8.245
219.375,8.295
219.417,8.393888889
219.458,8.468888889
219.5,8.493888889
219.542,8.617777778
219.583,8.617777778
219.625,8.493888889
219.667,8.443888889
219.708,8.368888889
219.75,8.295
219.792,8.295
219.833,8.27
219.875,8.245
219.917,8.245
219.958,8.245
220,8.245
220.042,8.245
220.083,8.22
220.125,8.22
220.167,8.195
220.208,8.195
220.25,8.195
220.292,8.195
220.333,8.22
220.375,8.12
220.417,8.095
220.458,8.12
220.5,8.045
220.542,8.045
220.583,8.07
220.625,8.095
220.667,8.07
220.708,7.97
220.75,7.97
220.792,7.945
220.833,7.97
220.875,7.97
220.917,7.97
220.958,7.97
221,7.97
221.042,7.945
221.083,7.945
221.125,7.97
221.167,7.97
221.208,7.97
221.25,7.995
221.292,7.995
221.333,8.02
221.375,8.02
221.417,8.195
221.458,8.07
221.5,8.145
221.542,8.17
221.583,8.22
221.625,8.095
221.667,8.07
221.708,7.97
221.75,7.97
221.792,7.97
221.833,7.945
221.875,7.945
221.917,7.97
221.958,7.995
222,8.045
222.042,8.045
222.083,8.045
222.125,8.045
222.167,8.02
222.208,8.02
222.25,8.045
222.292,8.045
222.333,8.045
222.375,8.045
222.417,8.07
222.458,8.07
222.5,8.095
222.542,8.145
222.583,8.17
222.625,8.12
222.667,8.02
222.708,7.995
222.75,7.945
222.792,7.995
222.833,7.97
222.875,7.945
222.917,8.02
222.958,7.995
223,7.945
223.042,8.045
223.083,8.02
223.125,7.995
223.167,8.02
223.208,8.02
223.25,8.02
223.292,8.02
223.333,8.02
223.375,8.045
223.417,8.045
223.458,8.045
223.5,8.12
223.542,8.12
223.583,8.145
223.625,8.07
223.667,7.995
223.708,7.97
223.75,7.97
223.792,7.97
223.833,7.97
223.875,7.97
223.917,7.945
223.958,7.97
224,7.97
224.042,8.02
224.083,7.945
224.125,7.97
224.167,7.995
224.208,7.995
224.25,8.02
224.292,8.02
224.333,8.045
224.375,8.045
224.417,8.045
224.458,8.07
224.5,8.095
224.542,8.095
224.583,7.995
224.625,7.995
224.667,7.97
224.708,7.97
224.75,7.945
224.792,7.945
224.833,7.97
224.875,7.97
224.917,7.97
224.958,8.045
225,8.045
225.042,8.045
225.083,8.045
225.125,8.045
225.167,8.045
225.208,8.045
225.25,7.995
225.292,8.02
225.333,8.045
225.375,8.045
225.417,8.07
225.458,8.07
225.5,8.045
225.542,8.095
225.583,8.07
225.625,7.995
225.667,7.995
225.708,7.995
225.75,7.995
225.792,7.97
225.833,7.97
225.875,7.97
225.917,7.995
225.958,8.02
226,7.97
226.042,7.97
226.083,7.97
226.125,7.945
226.167,7.945
226.208,7.97
226.25,7.995
226.292,7.995
226.333,8.02
226.375,8.02
226.417,8.045
226.458,8.045
226.5,8.095
226.542,8.07
226.583,8.045
226.625,8.045
226.667,8.02
226.708,7.995
226.75,7.97
226.792,7.97
226.833,7.97
226.875,7.97
226.917,7.995
226.958,8.02
227,8.045
227.042,8.02
227.083,7.995
227.125,7.995
227.167,7.97
227.208,7.97
227.25,7.97
227.292,7.97
227.333,7.97
227.375,7.995
227.417,7.995
227.458,7.995
227.5,7.97
227.542,7.995
227.583,8.02
227.625,8.02
227.667,8.02
227.708,7.995
227.75,7.945
227.792,7.945
227.833,7.97
227.875,7.97
227.917,8.045
227.958,8.045
228,8.07
228.042,8.045
228.083,8.02
228.125,8.045
228.167,8.045
228.208,8.045
228.25,7.97
228.292,8.045
228.333,7.995
228.375,8.02
228.417,8.045
228.458,8.045
228.5,8.12
228.542,8.195
228.583,8.145
228.625,8.045
228.667,8.045
228.708,7.995
228.75,7.97
228.792,7.97
228.833,7.97
228.875,7.97
228.917,8.045
228.958,8.045
229,8.07
229.042,8.07
229.083,8.07
229.125,8.07
229.167,8.045
229.208,8.045
229.25,7.995
229.292,7.995
229.333,7.995
229.375,8.02
229.417,8.02
229.458,8.045
229.5,8.095
229.542,8.145
229.583,8.045
229.625,8.045
229.667,7.995
229.708,7.995
229.75,7.97
229.792,7.945
229.833,7.945
229.875,7.945
229.917,7.945
229.958,7.97
230,7.97
230.042,7.945
230.083,7.995
230.125,7.97
230.167,7.97
230.208,7.945
230.25,7.945
230.292,7.945
230.333,7.97
230.375,7.995
230.417,7.97
230.458,7.995
230.5,7.995
230.542,8.02
230.583,8.02
230.625,7.995
230.667,7.995
230.708,7.97
230.75,7.97
230.792,7.945
230.833,7.945
230.875,7.945
230.917,7.97
230.958,7.97
231,7.97
231.042,7.97
231.083,7.97
231.125,7.995
231.167,8.02
231.208,8.045
231.25,8.045
231.292,8.02
231.333,8.045
231.375,8.045
231.417,8.045
231.458,7.995
231.5,8.12
231.542,8.245
231.583,8.22
231.625,8.12
231.667,8.045
231.708,7.995
231.75,7.995
231.792,7.995
231.833,7.995
231.875,7.97
231.917,7.995
231.958,8.045
232,7.97
232.042,7.995
232.083,7.995
232.125,8.045
232.167,8.045
232.208,8.02
232.25,7.97
232.292,7.97
232.333,7.97
232.375,7.995
232.417,7.995
232.458,8.02
232.5,8.145
232.542,8.12
232.583,8.045
232.625,8.02
232.667,7.995
232.708,7.995
232.75,7.97
232.792,7.97
232.833,7.995
232.875,7.995
232.917,8.045
232.958,7.97
233,8.02
233.042,8.02
233.083,8.02
233.125,8.02
233.167,8.045
233.208,8.045
233.25,8.045
233.292,8.045
233.333,7.995
233.375,7.995
233.417,7.995
233.458,7.995
233.5,8.02
233.542,8.02
233.583,8.02
233.625,8.02
233.667,8.02
233.708,7.995
233.75,7.995
233.792,7.97
233.833,7.97
233.875,7.995
233.917,7.995
233.958,7.945
234,7.995
234.042,7.995
234.083,7.995
234.125,7.97
234.167,7.97
234.208,7.97
234.25,7.945
234.292,7.945
234.333,7.97
234.375,8.02
234.417,8.02
234.458,8.045
234.5,8.095
234.542,8.045
234.583,8.045
234.625,8.045
234.667,8.02
234.708,7.995
234.75,7.995
234.792,7.97
234.833,7.97
234.875,7.97
234.917,7.97
234.958,7.995
235,8.045
235.042,8.07
235.083,8.07
235.125,8.045
235.167,8.02
235.208,8.02
235.25,8.02
235.292,8.02
235.333,8.02
235.375,7.97
235.417,7.995
235.458,7.995
235.5,8.02
235.542,8.02
235.583,8.045
235.625,8.02
235.667,7.995
235.708,7.97
235.75,7.97
235.792,7.97
235.833,7.97
235.875,7.995
235.917,7.97
235.958,8.02
236,8.045
236.042,8.07
236.083,8.045
236.125,7.995
236.167,7.995
236.208,7.995
236.25,8.02
236.292,7.995
236.333,7.97
236.375,7.995
236.417,7.995
236.458,8.045
236.5,8.145
236.542,8.145
236.583,8.195
236.625,8.145
236.667,7.995
236.708,7.97
236.75,7.97
236.792,7.97
236.833,7.97
236.875,7.97
236.917,8.02
236.958,8.02
237,8.045
237.042,8.07
237.083,8.07
237.125,8.045
237.167,8.045
237.208,8.02
237.25,7.97
237.292,7.97
237.333,8.045
237.375,8.045
237.417,8.045
237.458,7.995
237.5,8.045
237.542,8.045
237.583,8.045
237.625,8.02
237.667,7.995
237.708,7.945
237.75,7.995
237.792,7.97
237.833,7.97
237.875,7.995
237.917,7.995
237.958,7.97
238,8.045
238.042,8.095
238.083,8.12
238.125,8.12
238.167,8.12
238.208,8.145
238.25,8.02
238.292,8.02
238.333,8.02
238.375,7.995
238.417,7.995
238.458,8.02
238.5,8.045
238.542,8.07
238.583,8.045
238.625,8.045
238.667,8.02
238.708,7.995
238.75,7.995
238.792,7.995
238.833,7.995
238.875,7.995
238.917,8.12
238.958,8.145
239,8.17
239.042,8.195
239.083,8.22
239.125,8.22
239.167,8.245
239.208,8.22
239.25,7.995
239.292,7.995
239.333,7.97
239.375,7.97
239.417,7.995
239.458,7.995
239.5,8.02
239.542,8.045
239.583,8.045
239.625,8.02
239.667,7.995
239.708,7.97
239.75,7.97
239.792,7.945
239.833,7.945
239.875,7.97
239.917,7.97
239.958,8.12
240,8.145
240.042,8.145
240.083,8.145
240.125,8.195
240.167,8.195
240.208,8.12
240.25,7.995
240.292,7.97
240.333,7.97
240.375,7.995
240.417,7.97
240.458,7.995
240.5,8.045
240.542,8.07
240.583,8.07
240.625,8.045
240.667,8.045
240.708,7.97
240.75,7.97
240.792,7.97
240.833,7.97
240.875,7.995
240.917,8.12
240.958,8.145
241,8.17
241.042,8.195
241.083,8.22
241.125,8.245
241.167,8.245
241.208,8.12
241.25,7.97
241.292,7.995
241.333,7.995
241.375,7.97
241.417,7.995
241.458,7.995
241.5,8.145
241.542,8.145
241.583,8.145
241.625,8.145
241.667,8.045
241.708,7.97
241.75,7.97
241.792,7.97
241.833,7.97
241.875,7.97
241.917,7.97
241.958,8.02
242,8.07
242.042,8.07
242.083,8.095
242.125,8.12
242.167,8.095
242.208,8.145
242.25,8.145
242.292,8.02
242.333,7.97
242.375,7.97
242.417,7.995
242.458,7.995
242.5,8.045
242.542,8.045
242.583,8.07
242.625,8.095
242.667,8.045
242.708,7.97
242.75,7.97
242.792,7.97
242.833,7.97
242.875,7.97
242.917,8.02
242.958,8.095
243,8.095
243.042,8.12
243.083,8.17
243.125,8.17
243.167,8.195
243.208,8.195
243.25,8.12
243.292,7.995
243.333,8.02
243.375,8.02
243.417,8.045
243.458,8.045
243.5,8.095
243.542,8.095
243.583,8.095
243.625,8.095
243.667,8.045
243.708,7.995
243.75,7.995
243.792,7.995
243.833,7.995
243.875,7.97
243.917,7.995
243.958,8.045
244,8.045
244.042,8.095
244.083,8.07
244.125,8.095
244.167,8.12
244.208,8.07
244.25,7.995
244.292,7.97
244.333,7.97
244.375,7.995
244.417,7.995
244.458,7.995
244.5,8.045
244.542,8.045
244.583,8.045
244.625,8.045
244.667,8.02
244.708,7.995
244.75,7.97
244.792,7.97
244.833,7.995
244.875,7.995
244.917,7.995
244.958,8.07
245,8.095
245.042,8.12
245.083,8.12
245.125,8.145
245.167,8.145
245.208,8.195
245.25,8.12
245.292,7.995
245.333,8.02
245.375,8.02
245.417,7.995
245.458,8.02
245.5,8.095
245.542,8.095
245.583,8.07
245.625,8.07
245.667,8.045
245.708,8.02
245.75,8.02
245.792,8.02
245.833,7.995
245.875,8.02
245.917,8.02
245.958,8.045
246,8.12
246.042,8.12
246.083,8.12
246.125,8.145
246.167,8.12
246.208,8.145
246.25,8.17
246.292,8.095
246.333,7.995
246.375,7.995
246.417,8.02
246.458,8.02
246.5,8.145
246.542,8.17
246.583,8.17
246.625,8.07
246.667,8.07
246.708,8.02
246.75,8.02
246.792,8.02
246.833,8.045
246.875,8.07
246.917,8.045
246.958,8.095
247,8.145
247.042,8.145
247.083,8.195
247.125,8.195
247.167,8.27
247.208,8.245
247.25,8.17
247.292,7.995
247.333,7.995
247.375,7.995
247.417,8.02
247.458,8.02
247.5,8.045
247.542,8.145
247.583,8.145
247.625,8.095
247.667,8.07
247.708,8.02
247.75,8.02
247.792,8.02
247.833,8.02
247.875,8.02
247.917,8.07
247.958,8.12
248,8.17
248.042,8.27
248.083,8.22
248.125,8.318888889
248.167,8.245
248.208,8.22
248.25,8.095
248.292,7.995
248.333,7.995
248.375,8.02
248.417,8.02
248.458,8.045
248.5,8.07
248.542,8.095
248.583,8.07
248.625,8.07
248.667,8.045
248.708,8.02
248.75,7.995
248.792,8.02
248.833,8.045
248.875,8.02
248.917,8.02
248.958,8.045
249,8.02
249.042,7.995
249.083,7.995
249.125,7.995
249.167,7.995
249.208,8.02
249.25,8.02
249.292,8.02
249.333,8.17
249.375,8.245
249.417,8.343888889
249.458,8.393888889
249.5,8.642777778
249.542,9.088888889
249.583,10.05111111
249.625,10.19777778
249.667,9.435
249.708,9.212777778
249.75,8.941111111
249.792,8.742222222
249.833,8.667777778
249.875,8.617777778
249.917,8.518888889
249.958,8.493888889
250,8.468888889
250.042,8.443888889
250.083,8.443888889
250.125,8.418888889
250.167,8.343888889
250.208,8.343888889
250.25,8.27
250.292,8.295
250.333,8.343888889
250.375,8.393888889
250.417,8.468888889
250.458,8.542777778
250.5,8.841111111
250.542,8.866111111
250.583,8.99
250.625,8.592777778
250.667,8.045
250.708,8.02
250.75,8.02
250.792,8.02
250.833,8.02
250.875,8.02
250.917,8.095
250.958,8.07
251,8.12
251.042,8.145
251.083,8.17
251.125,8.195
251.167,8.195
251.208,8.22
251.25,8.245
251.292,8.195
251.333,8.045
251.375,7.995
251.417,8.02
251.458,7.995
251.5,8.045
251.542,8.07
251.583,8.095
251.625,8.07
251.667,8.07
251.708,7.995
251.75,7.995
251.792,7.995
251.833,8.02
251.875,8.02
251.917,8.045
251.958,8.095
252,8.095
252.042,8.095
252.083,8.12
252.125,8.12
252.167,8.145
252.208,8.17
252.25,8.07
252.292,8.02
252.333,8.02
252.375,8.02
252.417,8.02
252.458,8.045
252.5,8.045
252.542,8.095
252.583,8.095
252.625,8.095
252.667,8.045
252.708,7.995
252.75,7.995
252.792,7.995
252.833,7.995
252.875,7.995
252.917,8.17
252.958,8.22
253,8.095
253.042,8.095
253.083,8.095
253.125,8.07
253.167,8.07
253.208,8.07
253.25,8.07
253.292,8.095
253.333,8.07
253.375,8.02
253.417,8.045
253.458,8.045
253.5,8.07
253.542,8.095
253.583,8.095
253.625,8.095
253.667,8.07
253.708,7.995
253.75,7.995
253.792,7.995
253.833,8.02
253.875,8.02
253.917,8.045
253.958,8.02
254,8.045
254.042,8.07
254.083,8.07
254.125,8.07
254.167,8.07
254.208,8.045
254.25,7.995
254.292,7.995
254.333,7.995
254.375,7.995
254.417,7.995
254.458,7.995
254.5,8.045
254.542,8.07
254.583,8.045
254.625,7.995
254.667,8.045
254.708,7.995
254.75,7.97
254.792,7.995
254.833,7.995
254.875,7.995
254.917,8.045
254.958,8.07
255,8.095
255.042,8.095
255.083,8.095
255.125,8.12
255.167,8.095
255.208,8.095
255.25,8.045
255.292,8.045
255.333,8.02
255.375,8.02
255.417,8.02
255.458,8.02
255.5,8.045
255.542,8.095
255.583,8.095
255.625,8.095
255.667,8.07
255.708,8.045
255.75,7.995
255.792,8.02
255.833,7.97
255.875,7.995
255.917,8.045
255.958,8.07
256,8.07
256.042,8.07
256.083,8.095
256.125,8.095
256.167,8.095
256.208,8.07
256.25,8.02
256.292,8.02
256.333,8.02
256.375,8.045
256.417,8.045
256.458,8.045
256.5,8.095
256.542,8.095
256.583,8.07
256.625,8.045
256.667,8.045
256.708,7.995
256.75,8.02
256.792,7.995
256.833,7.97
256.875,7.995
256.917,8.045
256.958,8.045
257,8.095
257.042,8.095
257.083,8.095
257.125,8.07
257.167,8.07
257.208,8.045
257.25,8.02
257.292,8.02
257.333,8.02
257.375,8.02
257.417,8.02
257.458,8.045
257.5,8.145
257.542,8.195
257.583,8.17
257.625,8.095
257.667,8.095
257.708,8.045
257.75,8.02
257.792,8.02
257.833,8.02
257.875,8.02
257.917,8.045
257.958,8.02
258,8.045
258.042,8.07
258.083,8.045
258.125,8.045
258.167,8.02
258.208,8.02
258.25,7.995
258.292,7.995
258.333,7.995
258.375,7.995
258.417,8.02
258.458,8.045
258.5,8.17
258.542,8.195
258.583,8.095
258.625,8.045
258.667,7.995
258.708,7.995
258.75,7.995
258.792,7.995
258.833,7.995
258.875,7.995
258.917,8.02
258.958,7.97
259,7.97
259.042,7.995
259.083,7.995
259.125,7.995
259.167,7.995
259.208,7.97
259.25,7.995
259.292,7.97
259.333,7.97
259.375,7.97
259.417,7.97
259.458,7.995
259.5,8.095
259.542,8.12
259.583,8.145
259.625,8.07
259.667,8.07
259.708,7.995
259.75,8.02
259.792,7.995
259.833,7.995
259.875,7.995
259.917,8.02
259.958,8.045
260,8.07
260.042,8.095
260.083,8.12
260.125,8.095
260.167,8.045
260.208,8.045
260.25,8.045
260.292,8.07
260.333,8.07
260.375,8.095
260.417,8.07
260.458,8.045
260.5,8.07
260.542,8.045
260.583,8.07
260.625,8.07
260.667,8.07
260.708,8.02
260.75,8.02
260.792,8.02
260.833,8.02
260.875,8.045
260.917,8.07
260.958,8.045
261,8.095
261.042,8.12
261.083,8.045
261.125,8.045
261.167,8.07
261.208,8.07
261.25,8.07
261.292,8.095
261.333,8.095
261.375,8.02
261.417,8.045
261.458,8.045
261.5,8.095
261.542,8.12
261.583,8.07
261.625,8.07
261.667,8.095
261.708,8.045
261.75,8.02
261.792,8.02
261.833,8.02
261.875,8.02
261.917,8.02
261.958,7.97
262,8.045
262.042,8.095
262.083,8.095
262.125,8.095
262.167,8.095
262.208,8.045
262.25,8.02
262.292,7.995
262.333,7.995
262.375,8.02
262.417,8.02
262.458,8.02
262.5,8.07
262.542,8.12
262.583,8.12
262.625,8.095
262.667,8.045
262.708,8.02
262.75,8.02
262.792,8.02
262.833,8.02
262.875,8.02
262.917,8.02
262.958,7.995
263,8.02
263.042,8.045
263.083,8.07
263.125,8.02
263.167,8.02
263.208,7.995
263.25,8.02
263.292,8.02
263.333,7.995
263.375,8.02
263.417,8.02
263.458,8.02
263.5,8.095
263.542,8.12
263.583,8.12
263.625,8.095
263.667,8.07
263.708,8.02
263.75,8.02
263.792,8.02
263.833,8.02
263.875,8.02
263.917,8.045
263.958,7.995
264,8.02
264.042,8.02
264.083,8.02
264.125,8.02
264.167,8.045
264.208,8.07
264.25,8.095
264.292,8.095
264.333,8.095
264.375,8.095
264.417,8.045
264.458,8.045
264.5,8.145
264.542,8.195
264.583,8.17
264.625,8.145
264.667,8.07
264.708,8.045
264.75,8.045
264.792,8.045
264.833,8.045
264.875,8.045
264.917,8.045
264.958,7.97
265,8.02
265.042,8.045
265.083,8.045
265.125,8.045
