$inflow Tw for qdt Tw year 2019 YC 03/13/2023,
130.208,6.687222222
130.25,6.687222222
130.292,6.687222222
130.333,6.661111111
130.375,6.661111111
130.417,6.661111111
130.458,6.687222222
130.5,6.687222222
130.542,6.687222222
130.583,6.687222222
130.625,6.687222222
130.667,6.687222222
130.708,6.661111111
130.75,6.661111111
130.792,6.661111111
130.833,6.661111111
130.875,6.661111111
130.917,6.661111111
130.958,6.661111111
131,6.687222222
131.042,6.687222222
131.083,6.687222222
131.125,6.712222222
131.167,6.687222222
131.208,6.687222222
131.25,6.661111111
131.292,6.687222222
131.333,6.687222222
131.375,6.687222222
131.417,6.687222222
131.458,6.687222222
131.5,6.687222222
131.542,6.687222222
131.583,6.712222222
131.625,6.712222222
131.667,6.687222222
131.708,6.687222222
131.75,6.687222222
131.792,6.687222222
131.833,6.687222222
131.875,6.687222222
131.917,6.712222222
131.958,6.687222222
132,6.687222222
132.042,6.687222222
132.083,6.687222222
132.125,6.687222222
132.167,6.687222222
132.208,6.687222222
132.25,6.687222222
132.292,6.687222222
132.333,6.687222222
132.375,6.687222222
132.417,6.687222222
132.458,6.687222222
132.5,6.687222222
132.542,6.712222222
132.583,6.712222222
132.625,6.687222222
132.667,6.687222222
132.708,6.687222222
132.75,6.661111111
132.792,6.661111111
132.833,6.661111111
132.875,6.687222222
132.917,6.687222222
132.958,6.687222222
133,6.712222222
133.042,6.712222222
133.083,6.712222222
133.125,6.712222222
133.167,6.687222222
133.208,6.687222222
133.25,6.712222222
133.292,6.687222222
133.333,6.712222222
133.375,6.712222222
133.417,6.712222222
133.458,6.687222222
133.5,6.687222222
133.542,6.687222222
133.583,6.737222222
133.625,6.712222222
133.667,6.687222222
133.708,6.687222222
133.75,6.661111111
133.792,6.687222222
133.833,6.687222222
133.875,6.661111111
133.917,6.687222222
133.958,6.687222222
134,6.687222222
134.042,6.687222222
134.083,6.712222222
134.125,6.737222222
134.167,6.737222222
134.208,6.737222222
134.25,6.737222222
134.292,6.712222222
134.333,6.737222222
134.375,6.737222222
134.417,6.712222222
134.458,6.737222222
134.5,6.712222222
134.542,6.687222222
134.583,6.712222222
134.625,6.687222222
134.667,6.687222222
134.708,6.712222222
134.75,6.712222222
134.792,6.712222222
134.833,6.712222222
134.875,6.687222222
134.917,6.687222222
134.958,6.712222222
135,6.712222222
135.042,6.687222222
135.083,6.712222222
135.125,6.712222222
135.167,6.737222222
135.208,6.712222222
135.25,6.712222222
135.292,6.712222222
135.333,6.712222222
135.375,6.712222222
135.417,6.712222222
135.458,6.712222222
135.5,6.712222222
135.542,6.712222222
135.583,6.712222222
135.625,6.687222222
135.667,6.712222222
135.708,6.712222222
135.75,6.712222222
135.792,6.712222222
135.833,6.737222222
135.875,6.737222222
135.917,6.737222222
135.958,6.737222222
136,6.737222222
136.042,6.712222222
136.083,6.737222222
136.125,6.737222222
136.167,6.737222222
136.208,6.737222222
136.25,6.762777778
136.292,6.787777778
136.333,6.762777778
136.375,6.737222222
136.417,6.787777778
136.458,6.787777778
136.5,6.787777778
136.542,6.787777778
136.583,6.762777778
136.625,6.762777778
136.667,6.737222222
136.708,6.737222222
136.75,6.737222222
136.792,6.737222222
136.833,6.712222222
136.875,6.687222222
136.917,6.712222222
136.958,6.712222222
137,6.712222222
137.042,6.687222222
137.083,6.687222222
137.125,6.712222222
137.167,6.687222222
137.208,6.687222222
137.25,6.687222222
137.292,6.712222222
137.333,6.712222222
137.375,6.712222222
137.417,6.712222222
137.458,6.712222222
137.5,6.737222222
137.542,6.712222222
137.583,6.712222222
137.625,6.737222222
137.667,6.712222222
137.708,6.712222222
137.75,6.687222222
137.792,6.687222222
137.833,6.687222222
137.875,6.661111111
137.917,6.712222222
137.958,6.712222222
138,6.712222222
138.042,6.687222222
138.083,6.712222222
138.125,6.712222222
138.167,6.712222222
138.208,6.737222222
138.25,6.762777778
138.292,6.787777778
138.333,6.762777778
138.375,6.737222222
138.417,6.737222222
138.458,6.737222222
138.5,6.787777778
138.542,6.762777778
138.583,6.762777778
138.625,6.737222222
138.667,6.762777778
138.708,6.737222222
138.75,6.737222222
138.792,6.737222222
138.833,6.737222222
138.875,6.737222222
138.917,6.737222222
138.958,6.737222222
139,6.762777778
139.042,6.762777778
139.083,6.787777778
139.125,6.787777778
139.167,6.812777778
139.208,6.787777778
139.25,6.787777778
139.292,6.762777778
139.333,6.762777778
139.375,6.762777778
139.417,6.787777778
139.458,6.787777778
139.5,6.787777778
139.542,6.787777778
139.583,6.787777778
139.625,6.787777778
139.667,6.762777778
139.708,6.787777778
139.75,6.787777778
139.792,6.787777778
139.833,6.762777778
139.875,6.762777778
139.917,6.762777778
139.958,6.762777778
140,6.762777778
140.042,6.762777778
140.083,6.762777778
140.125,6.787777778
140.167,6.787777778
140.208,6.762777778
140.25,6.787777778
140.292,6.787777778
140.333,6.787777778
140.375,6.812777778
140.417,6.812777778
140.458,6.812777778
140.5,6.838888889
140.542,6.812777778
140.583,6.787777778
140.625,6.762777778
140.667,6.787777778
140.708,6.787777778
140.75,6.762777778
140.792,6.737222222
140.833,6.762777778
140.875,6.787777778
140.917,6.762777778
140.958,6.762777778
141,6.737222222
141.042,6.762777778
141.083,6.787777778
141.125,6.812777778
141.167,6.787777778
141.208,6.787777778
141.25,6.762777778
141.292,6.787777778
141.333,6.787777778
141.375,6.787777778
141.417,6.762777778
141.458,6.762777778
141.5,6.762777778
141.542,6.762777778
141.583,6.712222222
141.625,6.712222222
141.667,6.737222222
141.708,6.737222222
141.75,6.737222222
141.792,6.737222222
141.833,6.737222222
141.875,6.737222222
141.917,6.737222222
141.958,6.737222222
142,6.737222222
142.042,6.737222222
142.083,6.737222222
142.125,6.712222222
142.167,6.737222222
142.208,6.762777778
142.25,6.712222222
142.292,6.737222222
142.333,6.737222222
142.375,6.712222222
142.417,6.737222222
142.458,6.737222222
142.5,6.762777778
142.542,6.762777778
142.583,6.762777778
142.625,6.737222222
142.667,6.737222222
142.708,6.737222222
142.75,6.737222222
142.792,6.762777778
142.833,6.787777778
142.875,6.787777778
142.917,6.762777778
142.958,6.712222222
143,6.712222222
143.042,6.712222222
143.083,6.712222222
143.125,6.712222222
143.167,6.687222222
143.208,6.687222222
143.25,6.712222222
143.292,6.712222222
143.333,6.712222222
143.375,6.712222222
143.417,6.737222222
143.458,6.737222222
143.5,6.787777778
143.542,6.762777778
143.583,6.762777778
143.625,6.737222222
143.667,6.737222222
143.708,6.762777778
143.75,6.737222222
143.792,6.737222222
143.833,6.712222222
143.875,6.687222222
143.917,6.687222222
143.958,6.737222222
144,6.737222222
144.042,6.762777778
144.083,6.762777778
144.125,6.737222222
144.167,6.762777778
144.208,6.762777778
144.25,6.787777778
144.292,6.787777778
144.333,6.838888889
144.375,6.812777778
144.417,6.812777778
144.458,6.812777778
144.5,6.838888889
144.542,6.838888889
144.583,6.838888889
144.625,6.812777778
144.667,6.812777778
144.708,6.812777778
144.75,6.812777778
144.792,6.787777778
144.833,6.787777778
144.875,6.812777778
144.917,6.787777778
144.958,6.812777778
145,6.812777778
145.042,6.812777778
145.083,6.838888889
145.125,6.812777778
145.167,6.812777778
145.208,6.812777778
145.25,6.812777778
145.292,6.812777778
145.333,6.812777778
145.375,6.838888889
145.417,6.812777778
145.458,6.787777778
145.5,6.787777778
145.542,6.812777778
145.583,6.812777778
145.625,6.787777778
145.667,6.787777778
145.708,6.787777778
145.75,6.787777778
145.792,6.787777778
145.833,6.787777778
145.875,6.762777778
145.917,6.737222222
145.958,6.762777778
146,6.762777778
146.042,6.762777778
146.083,6.762777778
146.125,6.762777778
146.167,6.737222222
146.208,6.737222222
146.25,6.762777778
146.292,6.787777778
146.333,6.762777778
146.375,6.787777778
146.417,6.787777778
146.458,6.787777778
146.5,6.787777778
146.542,6.762777778
146.583,6.762777778
146.625,6.787777778
146.667,6.787777778
146.708,6.762777778
146.75,6.737222222
146.792,6.712222222
146.833,6.737222222
146.875,6.737222222
146.917,6.712222222
146.958,6.712222222
147,6.737222222
147.042,6.712222222
147.083,6.712222222
147.125,6.712222222
147.167,6.712222222
147.208,6.712222222
147.25,6.712222222
147.292,6.712222222
147.333,6.712222222
147.375,6.737222222
147.417,6.737222222
147.458,6.737222222
147.5,6.737222222
147.542,6.762777778
147.583,6.762777778
147.625,6.762777778
147.667,6.762777778
147.708,6.787777778
147.75,6.762777778
147.792,6.787777778
147.833,6.787777778
147.875,6.762777778
147.917,6.737222222
147.958,6.737222222
148,6.737222222
148.042,6.737222222
148.083,6.737222222
148.125,6.737222222
148.167,6.737222222
148.208,6.762777778
148.25,6.787777778
148.292,6.787777778
148.333,6.787777778
148.375,6.787777778
148.417,6.787777778
148.458,6.812777778
148.5,6.863888889
148.542,6.838888889
148.583,6.812777778
148.625,6.812777778
148.667,6.812777778
148.708,6.787777778
148.75,6.787777778
148.792,6.787777778
148.833,6.787777778
148.875,6.737222222
148.917,6.737222222
148.958,6.762777778
149,6.737222222
149.042,6.762777778
149.083,6.787777778
149.125,6.787777778
149.167,6.787777778
149.208,6.787777778
149.25,6.787777778
149.292,6.787777778
149.333,6.787777778
149.375,6.787777778
149.417,6.838888889
149.458,6.838888889
149.5,6.863888889
149.542,6.863888889
149.583,6.863888889
149.625,6.863888889
149.667,6.838888889
149.708,6.838888889
149.75,6.838888889
149.792,6.838888889
149.833,6.863888889
149.875,6.863888889
149.917,6.838888889
149.958,6.863888889
150,6.863888889
150.042,6.863888889
150.083,6.838888889
150.125,6.812777778
150.167,6.812777778
150.208,6.812777778
150.25,6.838888889
150.292,6.838888889
150.333,6.812777778
150.375,6.863888889
150.417,6.838888889
150.458,6.863888889
150.5,6.863888889
150.542,6.838888889
150.583,6.863888889
150.625,6.838888889
150.667,6.812777778
150.708,6.838888889
150.75,6.812777778
150.792,6.812777778
150.833,6.812777778
150.875,6.812777778
150.917,6.838888889
150.958,6.838888889
151,6.812777778
151.042,6.812777778
151.083,6.863888889
151.125,6.838888889
151.167,6.812777778
151.208,6.812777778
151.25,6.787777778
151.292,6.787777778
151.333,6.787777778
151.375,6.787777778
151.417,6.787777778
151.458,6.787777778
151.5,6.812777778
151.542,6.812777778
151.583,6.838888889
151.625,6.838888889
151.667,6.812777778
151.708,6.812777778
151.75,6.787777778
151.792,6.787777778
151.833,6.812777778
151.875,6.838888889
151.917,6.838888889
151.958,6.812777778
152,6.812777778
152.042,6.838888889
152.083,6.838888889
152.125,6.812777778
152.167,6.787777778
152.208,6.812777778
152.25,6.787777778
152.292,6.812777778
152.333,6.812777778
152.375,6.838888889
152.417,6.838888889
152.458,6.838888889
152.5,6.863888889
152.542,6.863888889
152.583,6.812777778
152.625,6.838888889
152.667,6.812777778
152.708,6.787777778
152.75,6.787777778
152.792,6.787777778
152.833,6.812777778
152.875,6.812777778
152.917,6.812777778
152.958,6.812777778
153,6.838888889
153.042,6.838888889
153.083,6.838888889
153.125,6.812777778
153.167,6.812777778
153.208,6.812777778
153.25,6.787777778
153.292,6.812777778
153.333,6.812777778
153.375,6.812777778
153.417,6.812777778
153.458,6.812777778
153.5,6.838888889
153.542,6.838888889
153.583,6.838888889
153.625,6.838888889
153.667,6.838888889
153.708,6.863888889
153.75,6.838888889
153.792,6.863888889
153.833,6.863888889
153.875,6.888888889
153.917,6.888888889
153.958,6.888888889
154,6.863888889
154.042,6.863888889
154.083,6.863888889
154.125,6.863888889
154.167,6.838888889
154.208,6.863888889
154.25,6.863888889
154.292,6.838888889
154.333,6.888888889
154.375,6.888888889
154.417,6.888888889
154.458,6.888888889
154.5,6.888888889
154.542,6.888888889
154.583,6.888888889
154.625,6.863888889
154.667,6.838888889
154.708,6.863888889
154.75,6.863888889
154.792,6.888888889
154.833,6.888888889
154.875,6.888888889
154.917,6.863888889
154.958,6.863888889
155,6.863888889
155.042,6.888888889
155.083,6.863888889
155.125,6.863888889
155.167,6.888888889
155.208,6.838888889
155.25,6.838888889
155.292,6.812777778
155.333,6.838888889
155.375,6.838888889
155.417,6.838888889
155.458,6.838888889
155.5,6.863888889
155.542,6.863888889
155.583,6.888888889
155.625,6.863888889
155.667,6.863888889
155.708,6.838888889
155.75,6.838888889
155.792,6.838888889
155.833,6.838888889
155.875,6.838888889
155.917,6.838888889
155.958,6.838888889
156,6.812777778
156.042,6.812777778
156.083,6.812777778
156.125,6.812777778
156.167,6.812777778
156.208,6.812777778
156.25,6.812777778
156.292,6.838888889
156.333,6.838888889
156.375,6.863888889
156.417,6.863888889
156.458,6.888888889
156.5,6.913888889
156.542,6.94
156.583,6.965
156.625,6.94
156.667,6.94
156.708,6.913888889
156.75,6.888888889
156.792,6.913888889
156.833,6.888888889
156.875,6.863888889
156.917,6.888888889
156.958,6.888888889
157,6.888888889
157.042,6.913888889
157.083,6.913888889
157.125,6.913888889
157.167,6.94
157.208,6.863888889
157.25,6.838888889
157.292,6.888888889
157.333,6.888888889
157.375,6.888888889
157.417,6.888888889
157.458,6.913888889
157.5,6.94
157.542,6.94
157.583,6.94
157.625,6.888888889
157.667,6.863888889
157.708,6.863888889
157.75,6.863888889
157.792,6.838888889
157.833,6.838888889
157.875,6.888888889
157.917,6.863888889
157.958,6.913888889
158,6.913888889
158.042,6.888888889
158.083,6.888888889
158.125,6.888888889
158.167,6.888888889
158.208,6.888888889
158.25,6.888888889
158.292,6.888888889
158.333,6.913888889
158.375,6.913888889
158.417,6.888888889
158.458,6.913888889
158.5,6.913888889
158.542,6.94
158.583,6.94
158.625,6.913888889
158.667,6.913888889
158.708,6.913888889
158.75,6.913888889
158.792,6.913888889
158.833,6.913888889
158.875,6.888888889
158.917,6.888888889
158.958,6.863888889
159,6.863888889
159.042,6.838888889
159.083,6.838888889
159.125,6.863888889
159.167,6.888888889
159.208,6.863888889
159.25,6.863888889
159.292,6.863888889
159.333,6.863888889
159.375,6.888888889
159.417,6.913888889
159.458,6.913888889
159.5,6.913888889
159.542,6.94
159.583,6.913888889
159.625,6.94
159.667,6.94
159.708,6.94
159.75,6.913888889
159.792,6.913888889
159.833,6.913888889
159.875,6.94
159.917,6.94
159.958,6.94
160,6.94
160.042,6.94
160.083,6.965
160.125,6.965
160.167,6.965
160.208,6.965
160.25,6.99
160.292,6.99
160.333,6.94
160.375,6.94
160.417,6.94
160.458,6.94
160.5,6.965
160.542,6.965
160.583,6.94
160.625,6.94
160.667,6.888888889
160.708,6.888888889
160.75,6.913888889
160.792,6.94
160.833,6.94
160.875,6.94
160.917,6.94
160.958,6.94
161,6.94
161.042,6.913888889
161.083,6.913888889
161.125,6.913888889
161.167,6.913888889
161.208,6.863888889
161.25,6.863888889
161.292,6.863888889
161.333,6.863888889
161.375,6.888888889
161.417,6.863888889
161.458,6.863888889
161.5,6.913888889
161.542,6.913888889
161.583,6.94
161.625,6.94
161.667,6.913888889
161.708,6.888888889
161.75,6.913888889
161.792,6.913888889
161.833,6.913888889
161.875,6.913888889
161.917,6.888888889
161.958,6.888888889
162,6.888888889
162.042,6.888888889
162.083,6.888888889
162.125,6.888888889
162.167,6.863888889
162.208,6.888888889
162.25,6.863888889
162.292,6.888888889
162.333,6.863888889
162.375,6.888888889
162.417,6.888888889
162.458,6.888888889
162.5,6.913888889
162.542,6.965
162.583,6.965
162.625,6.94
162.667,6.913888889
162.708,6.888888889
162.75,6.888888889
162.792,6.888888889
162.833,6.888888889
162.875,6.888888889
162.917,6.888888889
162.958,6.913888889
163,6.888888889
163.042,6.888888889
163.083,6.94
163.125,6.913888889
163.167,6.94
163.208,6.888888889
163.25,6.888888889
163.292,6.888888889
163.333,7.192222222
163.375,7.217222222
163.417,7.192222222
163.458,7.242222222
163.5,7.392777778
163.542,7.418888889
163.583,7.367777778
163.625,6.888888889
163.667,7.041111111
163.708,6.94
163.75,6.94
163.792,6.94
163.833,6.965
163.875,6.965
163.917,6.94
163.958,6.913888889
164,6.94
164.042,6.94
164.083,6.94
164.125,6.94
164.167,6.94
164.208,6.94
164.25,6.888888889
164.292,6.888888889
164.333,6.913888889
164.375,6.94
164.417,6.94
164.458,6.94
164.5,6.99
164.542,6.99
164.583,6.99
164.625,6.94
164.667,6.94
164.708,6.94
164.75,6.913888889
164.792,6.913888889
164.833,6.913888889
164.875,6.913888889
164.917,6.94
164.958,6.913888889
165,6.94
165.042,6.94
165.083,6.965
165.125,6.94
165.167,6.94
165.208,6.94
165.25,6.913888889
165.292,6.913888889
165.333,6.888888889
165.375,6.888888889
165.417,6.913888889
165.458,6.913888889
165.5,6.99
165.542,7.041111111
165.583,6.965
165.625,6.965
165.667,6.913888889
165.708,6.913888889
165.75,6.913888889
165.792,6.913888889
165.833,6.913888889
165.875,6.94
165.917,6.94
165.958,6.94
166,6.94
166.042,6.94
166.083,6.965
166.125,6.94
166.167,6.913888889
166.208,6.913888889
166.25,6.888888889
166.292,6.913888889
166.333,6.913888889
166.375,6.913888889
166.417,6.913888889
166.458,6.888888889
166.5,6.99
166.542,6.99
166.583,6.965
166.625,6.888888889
166.667,6.888888889
166.708,6.888888889
166.75,6.888888889
166.792,6.888888889
166.833,6.913888889
166.875,6.94
166.917,6.94
166.958,6.94
167,6.94
167.042,6.94
167.083,6.913888889
167.125,6.94
167.167,6.888888889
167.208,6.888888889
167.25,6.888888889
167.292,6.913888889
167.333,6.913888889
167.375,6.94
167.417,6.913888889
167.458,6.913888889
167.5,6.99
167.542,6.99
167.583,7.015
167.625,6.99
167.667,6.913888889
167.708,6.913888889
167.75,6.913888889
167.792,6.94
167.833,6.965
167.875,6.965
167.917,6.94
167.958,6.965
168,6.94
168.042,6.913888889
168.083,6.913888889
168.125,6.913888889
168.167,6.913888889
168.208,6.913888889
168.25,6.913888889
168.292,6.913888889
168.333,6.913888889
168.375,6.913888889
168.417,6.913888889
168.458,6.913888889
168.5,7.015
168.542,7.015
168.583,7.015
168.625,6.99
168.667,6.965
168.708,6.94
168.75,6.913888889
168.792,6.888888889
168.833,6.94
168.875,6.913888889
168.917,6.913888889
168.958,6.913888889
169,6.913888889
169.042,6.913888889
169.083,6.913888889
169.125,6.913888889
169.167,6.913888889
169.208,6.913888889
169.25,6.913888889
169.292,7.041111111
169.333,7.116111111
169.375,7.267777778
169.417,7.443888889
169.458,7.443888889
169.5,8.02
169.542,7.995
169.583,7.92
169.625,7.142222222
169.667,7.142222222
169.708,6.965
169.75,6.94
169.792,6.965
169.833,6.965
169.875,6.965
169.917,6.965
169.958,6.965
170,6.965
170.042,6.965
170.083,6.965
170.125,6.94
170.167,6.94
170.208,6.94
170.25,6.94
170.292,6.913888889
170.333,6.913888889
170.375,6.94
170.417,6.913888889
170.458,6.94
170.5,6.99
170.542,7.041111111
170.583,7.041111111
170.625,7.015
170.667,6.99
170.708,6.965
170.75,6.94
170.792,6.965
170.833,6.94
170.875,6.965
170.917,6.965
170.958,6.965
171,6.965
171.042,6.965
171.083,6.94
171.125,6.965
171.167,6.965
171.208,6.965
171.25,6.913888889
171.292,6.913888889
171.333,6.913888889
171.375,6.94
171.417,6.94
171.458,6.94
171.5,7.015
171.542,7.015
171.583,7.015
171.625,7.015
171.667,6.99
171.708,6.94
171.75,6.913888889
171.792,6.913888889
171.833,6.913888889
171.875,6.913888889
171.917,6.913888889
171.958,6.94
172,6.94
172.042,6.94
172.083,6.913888889
172.125,6.913888889
172.167,6.913888889
172.208,6.913888889
172.25,6.913888889
172.292,6.94
172.333,6.94
172.375,6.94
172.417,6.94
172.458,6.913888889
172.5,6.965
172.542,6.99
172.583,6.965
172.625,6.965
172.667,6.99
172.708,6.99
172.75,6.94
172.792,6.94
172.833,6.94
172.875,6.94
172.917,6.94
172.958,6.94
173,6.94
173.042,6.913888889
173.083,6.913888889
173.125,6.913888889
173.167,6.94
173.208,6.94
173.25,6.913888889
173.292,6.913888889
173.333,6.913888889
173.375,6.94
173.417,6.94
173.458,6.913888889
173.5,6.94
173.542,6.965
173.583,6.99
173.625,6.99
173.667,6.965
173.708,6.965
173.75,6.965
173.792,6.94
173.833,6.94
173.875,6.94
173.917,6.94
173.958,6.94
174,6.94
174.042,6.94
174.083,6.94
174.125,6.94
174.167,6.94
174.208,6.913888889
174.25,6.913888889
174.292,6.913888889
174.333,6.913888889
174.375,6.94
174.417,6.913888889
174.458,6.94
174.5,6.94
174.542,6.965
174.583,6.99
174.625,6.99
174.667,6.965
174.708,6.965
174.75,6.94
174.792,6.94
174.833,6.94
174.875,6.94
174.917,6.94
174.958,6.94
175,6.94
175.042,6.965
175.083,6.965
175.125,6.965
175.167,6.965
175.208,6.94
175.25,6.94
175.292,6.94
175.333,6.94
175.375,6.94
175.417,6.965
175.458,6.99
175.5,6.99
175.542,7.015
175.583,7.015
175.625,6.99
175.667,6.99
175.708,6.99
175.75,6.965
175.792,6.94
175.833,6.965
175.875,6.965
175.917,6.965
175.958,6.965
176,6.965
176.042,6.913888889
176.083,6.94
176.125,6.94
176.167,6.965
176.208,6.94
176.25,6.965
176.292,6.94
176.333,6.94
176.375,6.94
176.417,6.965
176.458,6.965
176.5,6.965
176.542,6.99
176.583,6.99
176.625,7.015
176.667,7.015
176.708,7.015
176.75,7.015
176.792,7.015
176.833,6.99
176.875,6.99
176.917,6.99
176.958,6.99
177,6.99
177.042,6.99
177.083,6.965
177.125,6.99
177.167,6.99
177.208,6.99
177.25,6.99
177.292,6.99
177.333,7.015
177.375,6.99
177.417,6.99
177.458,6.99
177.5,6.965
177.542,6.99
177.583,7.015
177.625,7.041111111
177.667,7.041111111
177.708,7.041111111
177.75,7.015
177.792,7.015
177.833,7.041111111
177.875,7.015
177.917,6.965
177.958,6.965
178,6.99
178.042,6.965
178.083,6.965
178.125,6.965
178.167,6.965
178.208,6.99
178.25,6.99
178.292,6.99
178.333,6.99
178.375,6.99
178.417,6.99
178.458,6.99
178.5,7.015
178.542,6.99
178.583,6.99
178.625,6.99
178.667,6.99
178.708,6.965
178.75,6.99
178.792,6.99
178.833,6.99
178.875,6.965
178.917,6.965
178.958,6.965
179,6.965
179.042,6.965
179.083,6.965
179.125,6.965
179.167,6.965
179.208,6.965
179.25,6.965
179.292,6.99
179.333,6.99
179.375,6.99
179.417,6.99
179.458,6.99
179.5,7.015
179.542,7.015
179.583,6.99
179.625,6.99
179.667,6.99
179.708,6.99
179.75,6.99
179.792,6.965
179.833,6.94
179.875,6.94
179.917,6.94
179.958,6.965
180,6.965
180.042,6.965
180.083,6.965
180.125,6.99
180.167,7.015
180.208,7.015
180.25,7.041111111
180.292,7.041111111
180.333,7.041111111
180.375,7.041111111
180.417,7.041111111
180.458,7.041111111
180.5,7.041111111
180.542,7.041111111
180.583,7.041111111
180.625,7.015
180.667,7.041111111
180.708,7.015
180.75,7.015
180.792,7.015
180.833,6.99
180.875,6.99
180.917,6.99
180.958,6.99
181,6.99
181.042,6.99
181.083,6.99
181.125,7.015
181.167,7.015
181.208,7.015
181.25,6.99
181.292,6.99
181.333,6.99
181.375,6.99
181.417,6.99
181.458,6.99
181.5,6.99
181.542,6.99
181.583,7.015
181.625,7.015
181.667,6.99
181.708,6.99
181.75,6.99
181.792,6.99
181.833,6.965
181.875,6.965
181.917,6.99
181.958,6.99
182,6.99
182.042,6.99
182.083,6.965
182.125,6.965
182.167,6.965
182.208,6.965
182.25,6.965
182.292,6.965
182.333,6.965
182.375,6.965
182.417,6.965
182.458,6.99
182.5,6.99
182.542,6.99
182.583,7.015
182.625,7.015
182.667,7.015
182.708,6.99
182.75,6.99
182.792,6.99
182.833,6.99
182.875,6.965
182.917,6.99
182.958,6.965
183,6.99
183.042,6.99
183.083,6.965
183.125,6.965
183.167,6.965
183.208,6.99
183.25,6.965
183.292,6.965
183.333,6.965
183.375,6.99
183.417,6.99
183.458,6.99
183.5,6.99
183.542,6.99
183.583,6.99
183.625,7.015
183.667,6.99
183.708,7.015
183.75,6.99
183.792,6.99
183.833,7.015
183.875,6.99
183.917,6.99
183.958,7.015
184,7.015
184.042,7.015
184.083,7.041111111
184.125,7.015
184.167,7.015
184.208,7.015
184.25,6.99
184.292,7.015
184.333,7.041111111
184.375,7.015
184.417,6.99
184.458,6.99
184.5,6.99
184.542,7.015
184.583,7.041111111
184.625,7.015
184.667,7.015
184.708,7.015
184.75,6.99
184.792,7.041111111
184.833,7.015
184.875,6.99
184.917,7.015
184.958,6.99
185,6.99
185.042,6.99
185.083,6.99
185.125,6.99
185.167,6.99
185.208,7.015
185.25,7.015
185.292,6.99
185.333,6.99
185.375,7.015
185.417,7.015
185.458,7.015
185.5,7.015
185.542,7.041111111
185.583,7.041111111
185.625,7.041111111
185.667,7.041111111
185.708,7.041111111
185.75,7.015
185.792,7.015
185.833,7.015
185.875,7.041111111
185.917,7.041111111
185.958,7.041111111
186,7.015
186.042,7.041111111
186.083,7.041111111
186.125,7.015
186.167,6.99
186.208,6.99
186.25,6.99
186.292,6.99
186.333,6.99
186.375,6.99
186.417,7.015
186.458,7.015
186.5,7.041111111
186.542,7.041111111
186.583,7.041111111
186.625,7.041111111
186.667,7.041111111
186.708,7.015
186.75,7.041111111
186.792,7.015
186.833,7.015
186.875,7.015
186.917,7.041111111
186.958,7.015
187,7.015
187.042,7.015
187.083,7.015
187.125,7.015
187.167,7.015
187.208,6.99
187.25,6.99
187.292,6.99
187.333,6.99
187.375,6.99
187.417,7.015
187.458,7.015
187.5,7.015
187.542,7.015
187.583,7.015
187.625,7.015
187.667,7.015
187.708,7.015
187.75,7.015
187.792,6.99
187.833,6.99
187.875,7.015
187.917,7.015
187.958,7.015
188,7.015
188.042,7.041111111
188.083,7.041111111
188.125,7.041111111
188.167,7.041111111
188.208,7.041111111
188.25,7.015
188.292,7.015
188.333,7.015
188.375,7.015
188.417,7.015
188.458,7.015
188.5,7.015
188.542,7.041111111
188.583,7.041111111
188.625,7.041111111
188.667,7.041111111
188.708,7.066111111
188.75,7.041111111
188.792,7.041111111
188.833,7.015
188.875,7.041111111
188.917,7.041111111
188.958,7.041111111
189,7.041111111
189.042,7.041111111
189.083,7.015
189.125,7.015
189.167,7.041111111
189.208,7.015
189.25,7.015
189.292,7.041111111
189.333,7.041111111
189.375,7.041111111
189.417,7.041111111
189.458,7.041111111
189.5,7.041111111
189.542,7.041111111
189.583,7.041111111
189.625,7.066111111
189.667,7.041111111
189.708,7.015
189.75,7.066111111
189.792,7.041111111
189.833,7.066111111
189.875,7.066111111
189.917,7.041111111
189.958,7.015
190,7.015
190.042,7.041111111
190.083,7.041111111
190.125,7.015
190.167,7.015
190.208,7.015
190.25,6.99
190.292,6.99
190.333,7.015
190.375,7.015
190.417,7.041111111
190.458,7.015
190.5,7.041111111
190.542,7.041111111
190.583,7.015
190.625,7.041111111
190.667,7.041111111
190.708,7.041111111
190.75,7.041111111
190.792,7.041111111
190.833,7.041111111
190.875,7.041111111
190.917,7.015
190.958,7.015
191,7.041111111
191.042,7.041111111
191.083,7.041111111
191.125,7.041111111
191.167,7.041111111
191.208,7.041111111
191.25,7.041111111
191.292,6.99
191.333,7.015
191.375,7.015
191.417,7.041111111
191.458,7.041111111
191.5,7.041111111
191.542,7.041111111
191.583,7.041111111
191.625,7.066111111
191.667,7.066111111
191.708,7.066111111
191.75,7.041111111
191.792,7.041111111
191.833,7.041111111
191.875,7.066111111
191.917,7.066111111
191.958,7.091111111
192,7.066111111
192.042,7.091111111
192.083,7.091111111
192.125,7.066111111
192.167,7.041111111
192.208,7.041111111
192.25,7.041111111
192.292,7.015
192.333,7.015
192.375,7.015
192.417,7.041111111
192.458,7.041111111
192.5,7.041111111
192.542,7.041111111
192.583,7.066111111
192.625,7.066111111
192.667,7.066111111
192.708,7.066111111
192.75,7.041111111
192.792,7.066111111
192.833,7.066111111
192.875,7.066111111
192.917,7.066111111
192.958,7.066111111
193,7.091111111
193.042,7.091111111
193.083,7.091111111
193.125,7.091111111
193.167,7.091111111
193.208,7.041111111
