$Lewiston Spillway release 2019 YC 06/15/22,
120.75,226.0611924
120.792,224.2340029
120.833,216.0632552
120.875,208.1185679
120.917,195.9654725
120.958,192.787807
121,179.2705667
121.042,178.2652375
121.083,172.0430297
121.125,166.1125383
121.167,153.6331722
121.208,150.1753084
121.25,138.1676467
121.292,138.1098015
121.333,129.3379618
121.375,120.5167103
121.417,110.2096522
121.458,106.8059829
121.5,97.3775549
121.542,95.0302114
121.583,94.0384096
121.625,93.9854886
121.667,94.0892647
121.708,94.5901464
121.75,94.9828372
121.792,95.0819155
121.833,95.2767327
121.875,95.4297791
121.917,96.026428
121.958,96.0219
122,96.3731313
122.042,96.563562
122.083,96.7671805
122.125,96.9103502
122.167,97.2603929
122.208,97.2603363
122.25,97.4044682
122.292,97.0621514
122.333,96.7146557
122.375,96.4105439
122.417,95.5719017
122.458,95.1403833
122.5,95.0755763
122.542,94.3798208
122.583,94.4337889
122.625,94.6868192
122.667,95.0371166
122.708,95.2755724
122.75,95.390244
122.792,95.4651258
122.833,95.2823361
122.875,95.4728517
122.917,95.4319865
122.958,95.6246246
123,95.6554716
123.042,96.3391713
123.083,96.2211886
123.125,96.5668448
123.167,96.3973561
123.208,96.9125576
123.25,97.4793783
123.292,97.4604173
123.333,97.1031581
123.375,96.1442409
123.417,96.1199878
123.458,96.3842815
123.5,95.1545899
123.542,95.07668
123.583,94.6824893
123.625,94.488889
123.667,94.8852871
123.708,95.0855379
123.75,95.1824937
123.792,95.6742345
123.833,95.675225
123.875,95.9218878
123.917,96.1739842
123.958,96.2640914
124,96.5722784
124.042,97.1106859
124.083,97.3605749
124.125,97.3990912
124.167,93.1004344
124.208,92.393274
124.25,92.1509977
124.292,91.6648037
124.333,91.4215086
124.375,91.1307544
124.417,90.7035659
124.458,90.6056196
124.5,90.2725569
124.542,90.7566284
124.583,90.894223
124.625,91.2234369
124.667,89.8620371
124.708,89.2528513
124.75,88.654844
124.792,88.5527093
124.833,87.875745
124.875,86.7006724
124.917,87.4162662
124.958,87.0665065
125,85.8113166
125.042,85.5287977
125.083,85.6212538
125.125,85.5869825
125.167,84.8694926
125.208,84.8209581
125.25,84.2105554
125.292,84.2571089
125.333,84.4667836
125.375,84.6839295
125.417,84.5861247
125.458,84.5370808
125.5,83.6646767
125.542,83.432928
125.583,83.159267
125.625,83.2535626
125.667,83.7592553
125.708,83.3862047
125.75,81.542488
125.792,81.5075941
125.833,81.7355223
125.875,82.0585102
125.917,82.1947181
125.958,82.243762
126,81.0292958
126.042,80.4407407
126.083,80.0797742
126.125,79.8658262
126.167,79.8145749
126.208,79.7679365
126.25,78.6292011
126.292,78.328174
126.333,78.06272
126.375,77.8346786
126.417,77.6947068
126.458,77.4295924
126.5,77.1280842
126.542,77.1283106
126.583,77.2594528
126.625,77.6538699
126.667,77.9757541
126.708,78.0880202
126.75,75.9062034
126.792,76.052571
126.833,76.2685566
126.875,76.7181021
126.917,76.8021248
126.958,76.4129149
127,76.527162
127.042,76.4742127
127.083,75.9605111
127.125,75.5650186
127.167,74.8069182
127.208,74.6374012
127.25,74.3609951
127.292,74.0590058
127.333,74.3446094
127.375,73.7243866
127.417,73.6314777
127.458,73.5370972
127.5,73.4377076
127.542,73.8453125
127.583,74.0600246
127.625,74.2765479
127.667,74.8093237
127.708,74.9767748
127.75,75.3018003
127.792,75.6448246
127.833,74.6678237
127.875,74.182224
127.917,73.8844797
127.958,73.6751446
128,73.5902163
128.042,73.4491691
128.083,73.2221748
128.125,73.222288
128.167,73.0069533
128.208,72.7975616
128.25,72.7543192
128.292,72.329706
128.333,72.3720428
128.375,72.0631766
128.417,72.1941207
128.458,72.1145977
128.5,65.2172934
128.542,73.0985321
128.583,73.3643257
128.625,73.6740126
128.667,73.7674309
128.708,74.226089
128.75,73.9295616
128.792,73.7147363
128.833,73.2188354
128.875,69.7703389
128.917,71.1613971
128.958,71.3085288
129,70.9475623
129.042,72.7878264
129.083,73.0503938
129.125,72.9131954
129.167,72.0928067
129.208,71.7746864
129.25,72.1243329
129.292,71.7098794
129.333,71.5065722
129.375,71.5796711
129.417,71.4522645
129.458,71.4367278
129.5,70.9581465
129.542,70.8560401
129.583,70.6023872
129.625,70.3865997
129.667,70.3869959
129.708,70.4767069
129.75,70.6456013
129.792,70.6361208
129.833,70.8166182
129.875,70.8163352
129.917,71.0312454
129.958,71.0116052
130,69.7730274
130.042,69.8530315
130.083,70.1996499
130.125,70.108722
130.167,69.8087137
130.208,69.6388854
130.25,69.5606076
130.292,69.4690854
130.333,69.2163098
130.375,69.2182342
130.417,69.0473022
130.458,68.7915834
130.5,68.6672049
130.542,68.5368268
130.583,68.3225675
130.625,68.4103258
130.667,68.3254541
130.708,68.7096549
130.75,68.963421
130.792,69.0898371
130.833,69.0898371
130.875,68.8980763
130.917,69.4125703
130.958,69.4294654
131,69.8577576
131.042,70.0059081
131.083,70.5353445
131.125,70.4684999
131.167,70.2426659
131.208,69.7866114
131.25,70.1318148
131.292,69.7690088
131.333,67.9574126
131.375,67.8375055
131.417,67.9361876
131.458,67.5712308
131.5,67.4604646
131.542,67.3746873
131.583,67.2664964
131.625,67.0673493
131.667,67.4585685
131.708,67.5037353
131.75,67.9858541
131.792,67.5712591
131.833,67.7596522
131.875,67.8800121
131.917,68.0373884
131.958,68.2408371
132,68.7102492
132.042,69.0105405
132.083,69.3455842
132.125,69.515554
132.167,69.4738115
132.208,69.3379149
132.25,68.8294488
132.292,68.3237278
132.333,68.0689146
132.375,67.9143966
132.417,67.7594824
132.458,67.6274346
132.5,67.5038768
132.542,67.4198258
132.583,67.2896741
132.625,67.0801975
132.667,66.9500175
132.708,66.7868397
132.75,66.8660797
132.792,66.8707492
132.833,67.0801692
132.875,66.9104824
132.917,67.0803956
132.958,67.2372908
133,66.5278664
133.042,66.0613409
133.083,66.3613492
133.125,66.4306842
133.167,66.9259625
133.208,66.6547353
133.25,66.4260147
133.292,66.3557175
133.333,66.4987457
133.375,66.0610579
133.417,65.8775324
133.458,65.865703
133.5,65.37866
133.542,66.167098
133.583,65.3028443
133.625,65.4103843
133.667,65.1962948
133.708,65.070756
133.75,64.8555628
133.792,64.4498257
133.833,64.3347013
133.875,64.3751986
133.917,64.4985583
133.958,64.8620435
134,65.2423955
134.042,65.5829011
134.083,65.8665237
134.125,66.1906436
134.167,66.4010258
134.208,66.7000153
134.25,66.6104175
134.292,66.4007428
134.333,66.4018182
134.375,66.1865967
134.417,65.9851856
134.458,66.0612277
134.5,65.9429054
134.542,65.7011385
134.583,65.6197194
134.625,65.373
134.667,65.09
134.708,64.807
134.75,65.09
134.792,65.09
134.833,64.524
134.875,64.807
134.917,65.09
134.958,65.373
135,65.939
135.042,65.939
135.083,66.505
135.125,64.807
135.167,64.524
135.208,64.807
135.25,64.524
135.292,63.958
135.333,63.958
135.375,68.203
135.417,69.901
135.458,69.901
135.5,69.901
135.542,70.75
135.583,70.75
135.625,71.882
135.667,71.882
135.708,73.297
135.75,73.297
135.792,73.863
135.833,75.278
135.875,76.127
135.917,76.127
135.958,76.41
136,79.523
136.042,78.108
136.083,77.825
136.125,77.825
136.167,78.957
136.208,80.655
136.25,81.221
136.292,81.504
136.333,86.598
136.375,86.881
136.417,84.9
136.458,86.032
136.5,86.032
136.542,86.598
136.583,89.428
136.625,89.994
136.667,89.711
136.708,90.843
136.75,90.843
136.792,90.843
136.833,94.239
136.875,94.239
136.917,94.239
136.958,93.107
137,92.258
137.042,91.975
137.083,91.692
137.125,89.428
137.167,89.711
137.208,87.73
137.25,84.9
137.292,82.636
137.333,84.9
137.375,82.6354057
137.417,80.1104797
137.458,77.8197645
137.5,78.106585
137.542,78.3132599
137.583,79.1313846
137.625,81.5576002
137.667,83.494339
137.708,83.4771326
137.75,85.6869664
137.792,85.2446657
137.833,87.4104364
137.875,88.2139017
137.917,88.0285367
137.958,88.569944
138,90.8918741
138.042,94.2929398
138.083,95.4331468
138.125,95.9723184
138.167,98.8838507
138.208,101.4080126
138.25,103.6625321
138.292,104.3020272
138.333,106.938342
138.375,108.653888
138.417,111.0360122
138.458,112.8015077
138.5,116.2846717
138.542,119.1810352
138.583,123.9308789
138.625,125.1533823
138.667,128.5263461
138.708,129.2075271
138.75,144.0297936
138.792,146.498346
138.833,150.4910798
138.875,160.3420268
138.917,167.7085734
138.958,178.5970833
139,185.7310322
139.042,200.875381
139.083,201.4533802
139.125,215.7246174
139.167,227.6397664
139.208,240.1495267
139.25,240.4957772
139.292,245.8352231
139.333,242.0979534
139.375,240.0238747
139.417,236.9077617
139.458,235.1684437
139.5,235.7356889
139.542,229.1269597
139.583,220.3965229
139.625,220.4495288
139.667,215.1887852
139.708,212.7905866
139.75,208.165461
139.792,205.6605431
139.833,202.2218667
139.875,199.2235666
139.917,196.170506
139.958,193.9243916
140,188.3218972
140.042,183.6812632
140.083,181.2525006
140.125,175.6107541
140.167,174.0144643
140.208,170.8921819
140.25,167.976914
140.292,164.5777161
140.333,161.834116
140.375,158.0067108
140.417,151.2064472
140.458,146.951146
140.5,146.9459954
140.542,145.3778075
140.583,144.2522033
140.625,139.1156684
140.667,137.1945229
140.708,136.4533459
140.75,132.2621725
140.792,129.3543758
140.833,125.5128206
140.875,123.4374118
140.917,120.156423
140.958,117.307462
141,115.2402885
141.042,114.0395761
141.083,113.7454259
141.125,111.304183
141.167,108.8474883
141.208,105.838321
141.25,102.214789
141.292,101.5048552
141.333,101.2797853
141.375,100.2581553
141.417,98.3380569
141.458,97.4015816
141.5,95.559761
141.542,94.8793441
141.583,92.3793787
141.625,91.1263113
141.667,90.5163614
141.708,90.6985851
141.75,89.6833509
141.792,89.5454733
141.833,86.4994028
141.875,86.0667807
141.917,87.2157041
141.958,87.3689203
142,87.2183077
142.042,88.2304855
142.083,85.5866995
142.125,85.3521208
142.167,85.3503379
142.208,85.5743607
142.25,85.6344982
142.292,85.9024992
142.333,83.4143066
142.375,82.8886624
142.417,82.9305747
142.458,82.9305747
142.5,82.9305747
142.542,82.9305747
142.583,82.9305747
142.625,81.7719444
142.667,76.9984985
142.708,81.5066885
142.75,82.0565292
142.792,81.8720698
142.833,82.550251
142.875,80.1145266
142.917,78.3679072
142.958,78.3752935
143,79.2235011
143.042,77.6407387
143.083,76.6170711
143.125,75.0735608
143.167,74.6370899
143.208,74.4970615
143.25,74.5675851
143.292,73.8776877
143.333,73.1438121
143.375,71.4548964
143.417,71.5361457
143.458,71.563059
143.5,70.9085083
143.542,64.2895911
143.583,67.759539
143.625,68.160267
143.667,68.517696
143.708,68.4338148
143.75,68.7936493
143.792,69.0897522
143.833,65.9345286
143.875,65.3255409
143.917,65.279044
143.958,65.0706145
144,64.9413967
144.042,64.9461794
144.083,63.8972116
144.125,63.0470796
144.167,62.8558282
144.208,62.7780032
144.25,62.778173
144.292,62.4772591
144.333,70.8140429
144.375,76.046628
144.417,82.1658238
144.458,91.1405462
144.5,101.1576708
144.542,105.8520748
144.583,105.9453799
144.625,108.8644683
144.667,123.0375328
144.708,117.0384988
144.75,112.4135996
144.792,111.5457235
144.833,111.8474581
144.875,112.018758
144.917,110.0078449
144.958,108.3272777
145,106.7084611
145.042,106.1689499
145.083,103.5930556
145.125,104.0378467
145.167,100.5807187
145.208,98.4931975
145.25,96.557053
145.292,95.7038929
145.333,93.9321148
145.375,93.2372932
145.417,91.4492426
145.458,90.7978615
145.5,89.359797
145.542,88.992746
145.583,87.8796221
145.625,87.4539052
145.667,86.7464901
145.708,85.2037439
145.75,83.0148521
145.792,83.1624649
145.833,81.961611
145.875,81.4503998
145.917,80.9546404
145.958,81.0905936
146,80.81065
146.042,80.5888629
146.083,80.171353
146.125,77.0799742
146.167,76.8980618
146.208,76.7604672
146.25,77.835754
146.292,77.5124548
146.333,76.5271337
146.375,74.8941671
146.417,74.8054749
146.458,74.538804
146.5,74.3603442
146.542,74.6772193
146.583,72.7634318
146.625,71.4118238
146.667,71.7503201
146.708,71.973409
146.75,72.4174077
146.792,72.7136238
146.833,72.839106
146.875,69.2428835
146.917,69.0143893
146.958,69.6436115
147,69.2782019
147.042,69.384242
147.083,67.5401857
147.125,66.0215511
147.167,65.8690424
147.208,65.6043808
147.25,65.6669238
147.292,65.8442233
147.333,64.2267651
147.375,62.7947285
147.417,62.857696
147.458,62.7779749
147.5,62.9071078
147.542,62.3518335
147.583,61.9572183
147.625,61.0789278
147.667,61.3601166
147.708,61.4792596
147.75,61.684944
147.792,60.357957
147.833,58.4857139
147.875,58.0919194
147.917,57.7691296
147.958,57.6550523
148,57.6135079
148.042,57.6187434
148.083,59.7034912
148.125,60.435782
148.167,60.4383573
148.208,60.5137768
148.25,60.191553
148.292,60.2397196
148.333,62.8498003
148.375,64.4522595
148.417,64.0800579
148.458,64.0800579
148.5,63.9615092
148.542,64.002148
148.583,64.5789586
148.625,65.0705013
148.667,65.187069
148.708,65.8477042
148.75,66.4123458
148.792,69.2634293
148.833,69.2800697
148.875,70.0477072
148.917,69.7690654
148.958,69.7690937
149,69.5327604
149.042,69.5124976
149.083,69.2153193
149.125,69.3233404
149.167,67.9670912
149.208,67.1217136
149.25,67.0802258
149.292,66.7811797
149.333,66.7433426
149.375,66.6123136
149.417,66.5292814
149.458,66.868938
149.5,66.9519419
149.542,67.0386248
149.583,66.9954673
149.625,67.2489504
149.667,67.2085663
149.708,67.5905314
149.75,67.2387907
149.792,65.6599054
149.833,65.1556277
149.875,65.5386399
149.917,65.8685613
149.958,66.4904255
150,66.3272477
150.042,65.3649345
150.083,65.3687833
150.125,65.3253145
150.167,65.2810533
150.208,64.7714835
150.25,64.4920776
150.292,64.1233003
150.333,63.6382949
150.375,63.214842
150.417,63.2184927
150.458,62.9624343
150.5,62.9761032
150.542,63.0895013
150.583,63.7158652
150.625,63.9639996
150.667,64.0410605
150.708,64.0014122
150.75,63.8862878
150.792,63.8438661
150.833,63.7558814
150.875,63.9457744
150.917,63.5525459
150.958,63.2085877
151,63.342192
151.042,63.3108639
151.083,63.129942
151.125,63.2186625
151.167,63.2990345
151.208,63.9658674
151.25,64.2091908
151.292,64.5985139
151.333,64.3568319
151.375,64.7171758
151.417,64.6194559
151.458,64.1367145
151.5,62.2110976
151.542,61.4741373
151.583,61.0399304
151.625,61.8470181
151.667,62.4005378
151.708,62.2058621
151.75,61.8529894
151.792,61.5627446
151.833,61.4387906
151.875,61.3204117
151.917,61.3972179
151.958,61.6063832
152,61.8158881
152.042,61.8159164
152.083,61.8159164
152.125,62.2628866
152.167,62.6100993
152.208,62.7363739
152.25,62.8973443
152.292,63.0895296
152.333,63.3046096
152.375,63.3442013
152.417,63.5140013
152.458,63.0926709
152.5,60.2217774
152.542,59.3957004
152.583,58.9065915
152.625,57.1473503
152.667,56.757348
152.708,56.6025753
152.75,56.4875358
152.792,56.4950636
152.833,57.380797
152.875,57.540975
152.917,57.6550806
152.958,57.8876217
153,58.0601102
153.042,58.3060372
153.083,58.4262556
153.125,58.7367632
153.167,58.7650349
153.208,59.1719606
153.25,59.2434747
153.292,59.2294379
153.333,59.5514636
153.375,59.0624113
153.417,57.458622
153.458,57.1073907
153.5,57.1084095
153.542,56.9563536
153.583,56.5634364
153.625,56.5255993
153.667,56.2911904
153.708,56.0983825
153.75,56.058621
153.792,56.0238403
153.833,56.4866585
153.875,56.6837963
153.917,56.8385973
153.958,56.9952095
154,57.2658141
154.042,57.3436957
154.083,57.4604332
154.125,57.6549957
154.167,57.9282605
154.208,57.8478319
154.25,57.5365319
154.292,57.3436674
154.333,57.3047832
154.375,56.8367295
154.417,56.7209259
154.458,56.6027168
154.5,55.4095039
154.542,54.5700127
154.583,54.5700127
154.625,54.3743748
154.667,54.1401074
154.708,53.9471863
154.75,54.0646879
154.792,54.3753936
154.833,54.7661034
154.875,55.0765827
154.917,55.3017941
154.958,55.6720147
155,55.7871674
155.042,55.7870825
155.083,55.6304986
155.125,55.3568942
155.167,55.4904702
155.208,55.2262897
155.25,55.1519456
155.292,54.881341
155.333,54.6095195
155.375,54.9533362
155.417,54.5700127
155.458,54.4930084
155.5,54.3405563
155.542,54.2965215
155.583,54.2908049
155.625,53.9471863
155.667,54.0714233
155.708,54.4540959
155.75,54.9179046
155.792,55.0020122
155.833,55.3002093
155.875,55.6711657
155.917,56.0614227
155.958,55.8258535
156,57.7591963
156.042,56.7582536
156.083,56.7210674
156.125,56.6032828
156.167,60.7726935
156.208,60.7075752
156.25,60.51389
156.292,60.2402856
156.333,63.7400051
156.375,64.2500277
156.417,64.2912608
156.458,64.0005349
156.5,64.8856174
156.542,67.3782248
156.583,67.6339153
156.625,67.8777764
156.667,68.0355772
156.708,71.2942939
156.75,76.5838752
156.792,76.9910556
156.833,79.4898041
156.875,81.6935534
156.917,82.7608313
156.958,83.7111736
157,80.4428349
157.042,79.3762079
157.083,79.2309723
157.125,78.9561227
157.167,78.498823
157.208,78.4177435
157.25,78.6831409
157.292,79.1427046
157.333,80.2187555
157.375,80.3536333
157.417,77.5638193
157.458,74.7909287
157.5,72.9630883
157.542,72.8946589
157.583,73.0955889
157.625,72.8375778
157.667,70.7255488
157.708,70.4229369
157.75,74.774826
157.792,76.5773379
157.833,83.1145247
157.875,89.5011555
157.917,98.3282085
157.958,99.6161132
158,101.5452676
158.042,103.4353114
158.083,103.6974543
158.125,104.0803533
158.167,105.2654724
158.208,106.4730051
158.25,103.0091134
158.292,102.0729211
158.333,100.3314523
158.375,99.044906
158.417,99.4397193
158.458,99.5860303
158.5,97.5992854
158.542,97.0116076
158.583,97.4606154
158.625,97.7047312
158.667,96.5626564
158.708,95.9702242
158.75,96.1177804
158.792,96.2707702
158.833,94.9225582
158.875,94.6352849
158.917,92.8783926
158.958,92.4327525
159,90.1114733
159.042,88.9790488
159.083,89.0228855
159.125,88.2582195
159.167,85.9491659
159.208,85.6301966
159.25,85.7141344
159.292,85.6764105
159.333,84.2065934
159.375,83.5228371
159.417,84.0804603
159.458,84.2223848
159.5,81.3942243
159.542,80.8654671
159.583,81.2764963
159.625,81.5759952
159.667,76.2147583
159.708,74.4302452
159.75,73.1399633
159.792,72.3053114
159.833,69.8498336
159.875,68.8127801
159.917,67.4975093
159.958,66.8660797
160,66.9250003
160.042,66.2127176
160.083,64.8236687
160.125,64.7744833
160.167,63.71462
160.208,63.4290447
160.25,63.7669184
160.292,64.0447395
160.333,64.1214608
160.375,64.3789342
160.417,61.8809781
160.458,61.0787863
160.5,60.9523419
160.542,60.6298068
160.583,60.5137202
160.625,60.3951715
160.667,59.0826741
160.708,59.3645704
160.75,59.4700728
160.792,59.2400221
160.833,59.5132869
160.875,59.7496202
160.917,59.9930851
160.958,60.2023636
161,58.4793464
161.042,58.265455
161.083,58.4608382
161.125,58.1400011
161.167,58.0917496
161.208,57.8867444
161.25,57.7709408
161.292,57.5754727
161.333,57.3809668
161.375,57.3030852
161.417,57.0321693
161.458,56.8360503
161.5,56.7210391
161.542,56.6025753
161.583,56.3689305
161.625,56.4909601
161.667,56.6819568
161.708,56.7162847
161.75,57.345422
161.792,57.3056322
161.833,57.5400411
161.875,57.1401904
161.917,56.0981844
161.958,56.0982693
162,55.9039615
162.042,55.9421948
162.083,55.5631163
162.125,56.8012979
162.167,56.7580272
162.208,56.6448272
162.25,56.525571
162.292,56.2530986
162.333,56.2522213
162.375,56.605094
162.417,56.7478958
162.458,56.955448
162.5,56.6019527
162.542,55.2632495
162.583,55.3238115
162.625,55.4755278
162.667,55.5516548
162.708,55.5525321
162.75,55.5525038
162.792,55.4039571
162.833,55.1291924
162.875,55.1812644
162.917,55.0359439
162.958,54.8130248
163,54.8138738
163.042,54.5700127
163.083,54.4921877
163.125,54.4151834
163.167,54.7144276
163.208,54.9468555
163.25,55.3947596
163.292,55.3334052
163.333,55.7757908
163.375,55.941742
163.417,55.8537856
163.458,56.0196519
163.5,55.8865004
163.542,52.4145715
163.583,52.8951904
163.625,52.922981
163.667,52.660923
163.708,52.583664
163.75,52.9950328
163.792,53.1591445
163.833,53.4703596
163.875,53.5505618
163.917,54.0251811
163.958,54.1757937
164,53.876408
164.042,53.6909864
164.083,53.735474
164.125,53.813016
164.167,53.54643
164.208,53.282391
164.25,53.3128984
164.292,53.1886614
164.333,52.6986186
164.375,52.8071208
164.417,52.6601306
164.458,53.0044284
164.5,53.2360639
164.542,53.6260662
164.583,53.6641297
164.625,53.6227268
164.667,53.3934402
164.708,51.9537909
164.75,51.2929293
164.792,51.2583184
164.833,51.061973
164.875,50.9469618
164.917,50.8409217
164.958,50.7371456
165,52.0110135
165.042,53.041275
165.083,52.96345
165.125,52.5909088
165.167,52.886757
165.208,53.0820553
165.25,53.1574182
165.292,52.9634783
165.333,52.8070076
165.375,53.3156152
165.417,53.1563711
165.458,53.2758537
165.5,53.1963307
165.542,52.2970416
165.583,50.6640184
165.625,50.7017989
165.667,50.8393652
165.708,50.8055184
165.75,50.5948532
165.792,50.6093428
165.833,50.1740888
165.875,49.837149
165.917,49.5836942
165.958,49.6597646
166,50.0624736
166.042,50.4572303
166.083,50.6259549
166.125,50.6293509
166.167,50.9469901
166.208,50.9469901
166.25,50.9109076
166.292,50.4684654
166.333,50.3525769
166.375,50.2126334
166.417,50.3525769
166.458,50.3525769
166.5,49.7605409
166.542,48.6340877
166.583,48.8445831
166.625,48.8462528
166.667,48.7402693
166.708,48.8437907
166.75,48.7400995
166.792,48.4185832
166.833,48.2777341
166.875,47.9140791
166.917,47.7990679
166.958,47.9936021
167,48.3172126
167.042,48.6338613
167.083,48.8887877
167.125,48.4102064
167.167,47.6150613
167.208,47.7203939
167.25,47.7991245
167.292,47.6126558
167.333,47.3763508
167.375,47.5081156
167.417,47.5691304
167.458,47.3312406
167.5,47.1285843
167.542,47.1887501
167.583,47.7283462
167.625,47.8928824
167.667,47.6158254
167.708,47.5877518
167.75,47.4728255
167.792,47.261849
167.833,46.9058916
167.875,46.6228633
167.917,46.6236557
167.958,46.9082122
168,47.1541109
168.042,47.3320047
168.083,47.5434906
168.125,47.7204222
168.167,48.0574186
168.208,48.2793472
168.25,48.2407743
168.292,47.9917626
168.333,47.7981057
168.375,47.7203939
168.417,47.7203939
168.458,47.720309
168.5,47.7203939
168.542,44.838803
168.583,46.9892634
168.625,47.1543656
168.667,47.1543656
168.708,46.9051558
168.75,46.693585
168.792,46.4436394
168.833,46.094474
168.875,46.0221392
168.917,46.235974
168.958,46.3421556
169,46.4852404
169.042,46.6251839
169.083,46.8711109
169.125,46.8818649
169.167,47.2507271
169.208,47.0941432
169.25,47.2251722
169.292,47.1543939
169.333,47.3359384
169.375,47.4733915
169.417,47.7203939
169.458,47.6489081
169.5,46.408887
169.542,45.8090685
169.583,45.7391109
169.625,45.7760424
169.667,45.7736652
169.708,45.7391109
169.75,45.6659554
169.792,45.6321652
169.833,45.4559977
169.875,45.456026
169.917,45.5260119
169.958,45.456026
170,45.456026
170.042,45.419802
170.083,45.2806792
170.125,45.3499293
170.167,45.1729694
170.208,45.2428987
170.25,45.1729411
170.292,45.1729411
170.333,45.1729128
170.375,45.1728845
170.417,44.869933
170.458,44.9600402
170.5,44.8185119
170.542,44.3937006
170.583,43.2200996
170.625,43.2200996
170.667,43.2200996
170.708,43.0432246
170.75,43.114767
170.792,43.1486138
170.833,42.8524826
170.875,43.0564124
170.917,42.8663496
170.958,42.8178717
171,41.4278606
171.042,41.7381701
171.083,44.3560616
171.125,43.072034
171.167,43.0094344
171.208,43.0662608
171.25,43.2200996
171.292,43.1624808
171.333,43.4719696
171.375,45.3023004
171.417,44.6069977
171.458,44.5700662
171.5,44.4647053
171.542,44.4324433
171.583,45.2814716
171.625,45.9521533
171.667,45.8782337
171.708,45.5259836
171.75,45.1707337
171.792,44.7651947
171.833,44.8898845
171.875,44.9962076
171.917,45.1015968
171.958,45.2092783
172,45.456026
172.042,45.5629151
172.083,45.7752217
172.125,46.0220826
172.167,46.2705849
172.208,46.2480864
172.25,46.5165119
172.292,46.3758609
172.333,46.3759175
172.375,46.3051675
172.417,46.3051675
172.458,46.3051675
172.5,46.2690001
172.542,46.0920685
172.583,45.5952337
172.625,45.4561392
172.667,45.3298363
172.708,45.5822723
172.75,45.4559977
172.792,45.4559977
172.833,45.4559977
172.875,45.3297514
172.917,45.4559977
172.958,45.4559977
173,45.4559977
173.042,45.456026
173.083,45.4559977
173.125,45.4559977
173.167,45.4559977
173.208,45.4559977
173.25,45.4559977
173.292,46.174846
173.333,46.8711392
173.375,47.1188208
173.417,47.4026981
173.458,47.4372807
173.5,47.330335
173.542,47.1181982
173.583,47.0557401
173.625,48.3147788
173.667,48.2061917
173.708,48.243859
173.75,48.0317505
173.792,49.1305829
173.833,49.1740234
173.875,48.9180216
173.917,51.471757
173.958,53.2046509
174,53.8920862
174.042,56.760744
174.083,58.2255237
174.125,59.6302791
174.167,61.883044
174.208,62.5223976
174.25,63.5133504
174.292,63.3347774
174.333,64.6681036
174.375,66.1281289
174.417,68.8484098
174.458,70.3398198
174.5,72.3336114
174.542,73.6336851
174.583,74.5910741
174.625,71.3673079
174.667,66.5742784
174.708,65.6658201
174.75,63.2885352
174.792,62.565923
174.833,60.7392995
174.875,59.952135
174.917,59.6188176
174.958,59.905157
175,58.601376
175.042,57.8495299
175.083,58.2184204
175.125,58.34328
175.167,58.3060938
175.208,58.3060655
175.25,55.7083802
175.292,54.9555153
175.333,54.5698429
175.375,54.5698429
175.417,54.3363113
175.458,54.6097459
175.5,53.8404387
175.542,53.398987
175.583,53.9216314
175.625,53.768585
175.667,53.5864462
175.708,53.624255
175.75,52.4412584
175.792,51.541375
175.833,51.5414599
175.875,51.4342878
175.917,51.4361273
175.958,51.3282194
176,50.650774
176.042,50.0615114
176.083,50.1063952
176.125,50.1051783
176.167,50.1740888
176.208,50.2801572
176.25,49.7349011
176.292,49.5805246
176.333,50.0588795
176.375,50.6640467
176.417,50.6640467
176.458,50.7708792
176.5,51.0238246
176.542,50.6928844
176.583,49.3377955
176.625,49.4751637
176.667,49.2269161
176.708,49.1923618
176.75,49.1923618
176.792,49.0367118
176.833,50.1170643
176.875,51.9225194
176.917,52.726296
176.958,55.2994452
177,57.1658302
177.042,58.9286089
177.083,59.6593149
177.125,63.7677391
177.167,66.6024369
177.208,69.7856209
177.25,75.2247394
177.292,79.3770569
177.333,82.2490258
177.375,82.844571
177.417,86.1919799
177.458,87.1736503
177.5,90.9175705
177.542,91.9661987
177.583,92.1839672
177.625,92.4084711
177.667,88.7722607
177.708,88.0276594
177.75,88.0839481
177.792,87.8379645
177.833,86.1787638
177.875,86.1323518
177.917,85.2375624
177.958,84.2114327
178,83.2963239
178.042,82.7464549
178.083,81.6343215
178.125,81.3186067
178.167,79.865996
178.208,79.5938066
178.25,79.7330426
178.292,79.4259593
178.333,79.6610757
178.375,76.861951
178.417,75.6494941
178.458,74.9831706
178.5,74.8063239
178.542,74.5892063
178.583,74.2276455
178.625,72.7938543
178.667,71.0263778
178.708,70.3204626
178.75,70.1547944
178.792,70.1998197
178.833,68.75202
178.875,68.7058344
178.917,68.7086927
178.958,67.1982085
179,65.6207099
179.042,65.3561049
179.083,65.6658767
179.125,65.932491
179.167,65.7628325
179.208,63.801218
179.25,61.1646485
179.292,61.1646485
179.333,61.2417377
179.375,61.4381397
179.417,61.2025705
179.458,60.9099202
179.5,59.3276672
179.542,58.5793303
179.583,58.5403895
179.625,59.476129
179.667,59.6672389
179.708,59.1915442
179.75,59.1304728
179.792,58.9694175
179.833,59.075684
179.875,59.2402768
179.917,59.2798119
179.958,59.5513787
180,59.5513504
180.042,59.7477524
180.083,59.7857027
180.125,59.832709
180.167,58.3822208
180.208,58.4245293
180.25,58.376674
180.292,58.6943981
180.333,58.6173938
180.375,58.6173938
180.417,58.4997507
180.458,58.4642059
180.5,57.4982703
180.542,56.8739723
180.583,56.9935115
180.625,56.84055
