$Lewiston inflow temp YC 06/22/22,
152.458,6.687222222
152.5,6.687222222
152.542,6.687222222
152.583,6.661111111
152.625,6.661111111
152.667,6.661111111
152.708,6.661111111
152.75,6.636111111
152.792,6.661111111
152.833,6.712222222
152.875,6.712222222
152.917,6.712222222
152.958,6.737222222
153,6.737222222
153.042,6.737222222
153.083,6.762777778
153.125,6.737222222
153.167,6.712222222
153.208,6.661111111
153.25,6.712222222
153.292,6.687222222
153.333,6.712222222
153.375,6.712222222
153.417,6.661111111
153.458,6.661111111
153.5,6.661111111
153.542,6.687222222
153.583,6.661111111
153.625,6.687222222
153.667,6.712222222
153.708,6.737222222
153.75,6.737222222
153.792,6.712222222
153.833,6.712222222
153.875,6.712222222
153.917,6.737222222
153.958,6.712222222
154,6.712222222
154.042,6.737222222
154.083,6.712222222
154.125,6.712222222
154.167,6.687222222
154.208,6.687222222
154.25,6.712222222
154.292,6.661111111
154.333,6.687222222
154.375,6.687222222
154.417,6.687222222
154.458,6.687222222
154.5,6.687222222
154.542,6.687222222
154.583,6.687222222
154.625,6.661111111
154.667,6.661111111
154.708,6.661111111
154.75,6.661111111
154.792,6.687222222
154.833,6.712222222
154.875,6.687222222
154.917,6.687222222
154.958,6.661111111
155,6.661111111
155.042,6.687222222
155.083,6.712222222
155.125,6.712222222
155.167,6.687222222
155.208,6.687222222
155.25,6.661111111
155.292,6.661111111
155.333,6.661111111
155.375,6.661111111
155.417,6.661111111
155.458,6.687222222
155.5,6.687222222
155.542,6.687222222
155.583,6.687222222
155.625,6.687222222
155.667,6.687222222
155.708,6.687222222
155.75,6.687222222
155.792,6.661111111
155.833,6.661111111
155.875,6.687222222
155.917,6.687222222
155.958,6.687222222
156,6.712222222
156.042,6.712222222
156.083,6.737222222
156.125,6.737222222
156.167,6.712222222
156.208,6.712222222
156.25,6.712222222
156.292,6.687222222
156.333,6.687222222
156.375,6.687222222
156.417,6.687222222
156.458,6.687222222
156.5,6.687222222
156.542,6.687222222
156.583,6.712222222
156.625,6.712222222
156.667,6.737222222
156.708,6.737222222
156.75,6.737222222
156.792,6.762777778
156.833,6.762777778
156.875,6.787777778
156.917,6.762777778
156.958,6.737222222
157,6.762777778
157.042,6.762777778
157.083,6.737222222
157.125,6.737222222
157.167,6.737222222
157.208,6.712222222
157.25,6.712222222
157.292,6.712222222
157.333,6.712222222
157.375,6.712222222
157.417,6.737222222
157.458,6.737222222
157.5,6.737222222
157.542,6.712222222
157.583,6.687222222
157.625,6.712222222
157.667,6.737222222
157.708,6.737222222
157.75,6.712222222
157.792,6.737222222
157.833,6.762777778
157.875,6.712222222
157.917,6.737222222
157.958,6.762777778
158,6.737222222
158.042,6.787777778
158.083,6.787777778
158.125,6.787777778
158.167,6.787777778
158.208,6.787777778
158.25,6.737222222
158.292,6.712222222
158.333,6.687222222
158.375,6.687222222
158.417,6.687222222
158.458,6.712222222
158.5,6.687222222
158.542,6.687222222
158.583,6.687222222
158.625,6.687222222
158.667,6.687222222
158.708,6.687222222
158.75,6.712222222
158.792,6.712222222
158.833,6.712222222
158.875,6.737222222
158.917,6.737222222
158.958,6.737222222
159,6.712222222
159.042,6.712222222
159.083,6.762777778
159.125,6.737222222
159.167,6.712222222
159.208,6.712222222
159.25,6.661111111
159.292,6.687222222
159.333,6.687222222
159.375,6.712222222
159.417,6.712222222
159.458,6.712222222
159.5,6.687222222
159.542,6.712222222
159.583,6.712222222
159.625,6.712222222
159.667,6.687222222
159.708,6.712222222
159.75,6.737222222
159.792,6.737222222
159.833,6.762777778
159.875,6.737222222
159.917,6.737222222
159.958,6.762777778
160,6.737222222
160.042,6.737222222
160.083,6.737222222
160.125,6.712222222
160.167,6.737222222
160.208,6.712222222
160.25,6.687222222
160.292,6.687222222
160.333,6.687222222
160.375,6.661111111
160.417,6.687222222
160.458,6.687222222
160.5,6.687222222
160.542,6.687222222
160.583,6.687222222
160.625,6.687222222
160.667,6.687222222
160.708,6.687222222
160.75,6.687222222
160.792,6.687222222
160.833,6.687222222
160.875,6.687222222
160.917,6.687222222
160.958,6.687222222
161,6.687222222
161.042,6.687222222
161.083,6.712222222
161.125,6.712222222
161.167,6.712222222
161.208,6.737222222
161.25,6.762777778
161.292,6.787777778
161.333,6.787777778
161.375,6.787777778
161.417,6.762777778
161.458,6.762777778
161.5,6.787777778
161.542,6.787777778
161.583,6.787777778
161.625,6.812777778
161.667,6.812777778
161.708,6.787777778
161.75,6.838888889
161.792,6.787777778
161.833,6.787777778
161.875,6.762777778
161.917,6.787777778
161.958,6.787777778
162,6.762777778
162.042,6.762777778
162.083,6.787777778
162.125,6.762777778
162.167,6.762777778
162.208,6.737222222
162.25,6.712222222
162.292,6.737222222
162.333,6.737222222
162.375,6.737222222
162.417,6.712222222
162.458,6.737222222
162.5,6.737222222
162.542,6.737222222
162.583,6.737222222
162.625,6.737222222
162.667,6.762777778
162.708,6.787777778
162.75,6.762777778
162.792,6.762777778
162.833,6.787777778
162.875,6.762777778
162.917,6.737222222
162.958,6.712222222
163,6.712222222
163.042,6.737222222
163.083,6.712222222
163.125,6.712222222
163.167,6.712222222
163.208,6.712222222
163.25,6.737222222
163.292,6.762777778
163.333,6.737222222
163.375,6.762777778
163.417,6.762777778
163.458,6.787777778
163.5,6.787777778
163.542,6.787777778
163.583,6.787777778
163.625,6.787777778
163.667,6.812777778
163.708,6.812777778
163.75,6.812777778
163.792,6.812777778
163.833,6.787777778
163.875,6.787777778
163.917,6.762777778
163.958,6.762777778
164,6.787777778
164.042,6.762777778
164.083,6.787777778
164.125,6.787777778
164.167,6.762777778
164.208,6.787777778
164.25,6.838888889
164.292,6.838888889
164.333,6.812777778
164.375,6.787777778
164.417,6.762777778
164.458,6.762777778
164.5,6.787777778
164.542,6.812777778
164.583,6.812777778
164.625,6.787777778
164.667,6.787777778
164.708,6.787777778
164.75,6.787777778
164.792,6.787777778
164.833,6.762777778
164.875,6.787777778
164.917,6.787777778
164.958,6.787777778
165,6.787777778
165.042,6.787777778
165.083,6.787777778
165.125,6.787777778
165.167,6.787777778
165.208,6.787777778
165.25,6.787777778
165.292,6.787777778
165.333,6.812777778
165.375,6.762777778
165.417,6.762777778
165.458,6.737222222
165.5,6.762777778
165.542,6.762777778
165.583,6.762777778
165.625,6.762777778
165.667,6.762777778
165.708,6.737222222
165.75,6.762777778
165.792,6.762777778
165.833,6.787777778
165.875,6.787777778
165.917,6.737222222
165.958,6.737222222
166,6.762777778
166.042,6.762777778
166.083,6.787777778
166.125,6.762777778
166.167,6.762777778
166.208,6.737222222
166.25,6.762777778
166.292,6.737222222
166.333,6.737222222
166.375,6.737222222
166.417,6.737222222
166.458,6.737222222
166.5,6.762777778
166.542,6.762777778
166.583,6.762777778
166.625,6.762777778
166.667,6.737222222
166.708,6.762777778
166.75,6.787777778
166.792,6.787777778
166.833,6.737222222
166.875,6.712222222
166.917,6.712222222
166.958,6.687222222
167,6.687222222
167.042,6.712222222
167.083,6.712222222
167.125,6.737222222
167.167,6.737222222
167.208,6.737222222
167.25,6.737222222
167.292,6.737222222
167.333,6.762777778
167.375,6.737222222
167.417,6.762777778
167.458,6.787777778
167.5,6.787777778
167.542,6.812777778
167.583,6.812777778
167.625,6.812777778
167.667,6.812777778
167.708,6.812777778
167.75,6.812777778
167.792,6.787777778
167.833,6.787777778
167.875,6.838888889
167.917,6.838888889
167.958,6.838888889
168,6.838888889
168.042,6.812777778
168.083,6.787777778
168.125,6.812777778
168.167,6.812777778
168.208,6.787777778
168.25,6.762777778
168.292,6.762777778
168.333,6.762777778
168.375,6.787777778
168.417,6.812777778
168.458,6.787777778
168.5,6.812777778
168.542,6.812777778
168.583,6.838888889
168.625,6.838888889
168.667,6.812777778
168.708,6.787777778
168.75,6.787777778
168.792,6.737222222
168.833,6.687222222
168.875,6.737222222
168.917,6.737222222
168.958,6.737222222
169,6.762777778
169.042,6.762777778
169.083,6.762777778
169.125,6.787777778
169.167,6.812777778
169.208,6.812777778
169.25,6.812777778
169.292,6.812777778
169.333,6.787777778
169.375,6.838888889
169.417,6.812777778
169.458,6.863888889
169.5,6.863888889
169.542,6.863888889
169.583,6.812777778
169.625,6.787777778
169.667,6.838888889
169.708,6.838888889
169.75,6.863888889
169.792,6.888888889
169.833,6.838888889
169.875,6.838888889
169.917,6.812777778
169.958,6.888888889
170,6.812777778
170.042,6.838888889
170.083,6.838888889
170.125,6.838888889
170.167,6.838888889
170.208,6.838888889
170.25,6.812777778
170.292,6.812777778
170.333,6.812777778
170.375,6.787777778
170.417,6.762777778
170.458,6.787777778
170.5,6.762777778
170.542,6.787777778
170.583,6.787777778
170.625,6.787777778
170.667,6.787777778
170.708,6.787777778
170.75,6.812777778
170.792,6.838888889
170.833,6.838888889
170.875,6.838888889
170.917,6.812777778
170.958,6.762777778
171,6.762777778
171.042,6.787777778
171.083,6.762777778
171.125,6.762777778
171.167,6.762777778
171.208,6.762777778
171.25,6.737222222
171.292,6.737222222
171.333,6.737222222
171.375,6.737222222
171.417,6.737222222
171.458,6.737222222
171.5,6.762777778
171.542,6.762777778
171.583,6.762777778
171.625,6.762777778
171.667,6.762777778
171.708,6.762777778
171.75,6.787777778
171.792,6.787777778
171.833,6.762777778
171.875,6.787777778
171.917,6.787777778
171.958,6.787777778
172,6.787777778
172.042,6.812777778
172.083,6.762777778
172.125,6.762777778
172.167,6.787777778
172.208,6.787777778
172.25,6.812777778
172.292,6.812777778
172.333,6.812777778
172.375,6.812777778
172.417,6.812777778
172.458,6.838888889
172.5,6.838888889
172.542,6.863888889
172.583,6.863888889
172.625,6.888888889
172.667,6.888888889
172.708,6.888888889
172.75,6.888888889
172.792,6.888888889
172.833,6.888888889
172.875,6.863888889
172.917,6.838888889
172.958,6.812777778
173,6.838888889
173.042,6.838888889
173.083,6.838888889
173.125,6.838888889
173.167,6.838888889
173.208,6.838888889
173.25,6.838888889
173.292,6.838888889
173.333,6.838888889
173.375,6.838888889
173.417,6.863888889
173.458,6.888888889
173.5,6.94
173.542,6.913888889
173.583,6.913888889
173.625,6.94
173.667,6.913888889
173.708,6.94
173.75,6.94
173.792,6.965
173.833,6.965
173.875,6.913888889
173.917,6.888888889
173.958,6.913888889
174,6.888888889
174.042,6.913888889
174.083,6.888888889
174.125,6.888888889
174.167,6.838888889
174.208,6.838888889
174.25,6.812777778
174.292,6.812777778
174.333,6.812777778
174.375,6.787777778
174.417,6.787777778
174.458,6.812777778
174.5,6.838888889
174.542,6.838888889
174.583,6.863888889
174.625,6.863888889
174.667,6.863888889
174.708,6.863888889
174.75,6.812777778
174.792,6.812777778
174.833,6.812777778
174.875,6.812777778
174.917,6.838888889
174.958,6.838888889
175,6.812777778
175.042,6.838888889
175.083,6.787777778
175.125,6.787777778
175.167,6.787777778
175.208,6.812777778
175.25,6.787777778
175.292,6.787777778
175.333,6.812777778
175.375,6.787777778
175.417,6.812777778
175.458,6.812777778
175.5,6.863888889
175.542,6.863888889
175.583,6.913888889
175.625,6.913888889
175.667,6.888888889
175.708,6.888888889
175.75,6.888888889
175.792,6.913888889
175.833,6.913888889
175.875,6.913888889
175.917,6.863888889
175.958,6.94
176,6.888888889
176.042,6.888888889
176.083,6.888888889
176.125,6.863888889
176.167,6.863888889
176.208,6.838888889
176.25,6.838888889
176.292,6.838888889
176.333,6.838888889
176.375,6.838888889
176.417,6.838888889
176.458,6.838888889
176.5,6.863888889
176.542,6.888888889
176.583,6.888888889
176.625,6.94
176.667,6.913888889
176.708,6.913888889
176.75,6.913888889
176.792,6.888888889
176.833,6.94
176.875,6.838888889
176.917,6.888888889
176.958,6.965
177,6.888888889
177.042,6.913888889
177.083,6.913888889
177.125,6.94
177.167,6.913888889
177.208,6.838888889
177.25,6.838888889
177.292,6.838888889
177.333,6.838888889
177.375,6.838888889
177.417,6.863888889
177.458,6.863888889
177.5,6.888888889
177.542,6.913888889
177.583,6.913888889
177.625,6.94
177.667,6.94
177.708,6.94
177.75,6.94
177.792,6.965
177.833,6.965
177.875,6.99
177.917,6.99
177.958,6.99
178,6.99
178.042,6.99
178.083,6.99
178.125,6.965
178.167,6.94
178.208,6.94
178.25,6.913888889
178.292,6.913888889
178.333,6.888888889
178.375,6.888888889
178.417,6.888888889
178.458,6.863888889
178.5,6.888888889
178.542,6.888888889
178.583,6.888888889
178.625,6.913888889
178.667,6.913888889
178.708,6.913888889
178.75,6.863888889
178.792,6.863888889
178.833,6.888888889
178.875,6.913888889
178.917,6.888888889
178.958,6.913888889
179,6.965
179.042,6.965
179.083,6.965
179.125,6.99
179.167,6.965
179.208,6.913888889
179.25,6.888888889
179.292,6.94
179.333,6.913888889
179.375,6.888888889
179.417,6.913888889
179.458,6.888888889
179.5,6.863888889
179.542,6.863888889
179.583,6.913888889
179.625,6.888888889
179.667,6.888888889
179.708,6.913888889
179.75,6.888888889
179.792,6.94
179.833,6.94
179.875,6.913888889
179.917,6.913888889
179.958,6.888888889
180,6.888888889
180.042,6.888888889
180.083,6.888888889
180.125,6.888888889
180.167,6.863888889
180.208,6.863888889
180.25,6.838888889
180.292,6.838888889
180.333,6.838888889
180.375,6.863888889
180.417,6.838888889
180.458,6.863888889
180.5,6.863888889
180.542,6.863888889
180.583,6.913888889
180.625,6.888888889
180.667,6.888888889
180.708,6.913888889
180.75,6.913888889
180.792,6.913888889
180.833,6.863888889
180.875,6.888888889
180.917,6.838888889
180.958,6.838888889
181,6.838888889
181.042,6.863888889
181.083,6.888888889
181.125,6.913888889
181.167,6.888888889
181.208,6.838888889
181.25,6.838888889
181.292,6.863888889
181.333,6.888888889
181.375,6.888888889
181.417,6.888888889
181.458,6.888888889
181.5,6.913888889
181.542,6.94
181.583,6.94
181.625,6.965
181.667,6.99
181.708,6.99
181.75,6.99
181.792,6.99
181.833,6.965
181.875,6.94
181.917,6.913888889
181.958,6.94
182,6.94
182.042,6.94
182.083,6.94
182.125,6.94
182.167,6.94
182.208,6.94
182.25,6.863888889
182.292,6.863888889
182.333,6.888888889
182.375,6.888888889
182.417,6.888888889
182.458,6.888888889
182.5,6.913888889
182.542,6.913888889
182.583,6.913888889
182.625,6.888888889
182.667,6.888888889
182.708,6.94
182.75,6.913888889
182.792,6.913888889
182.833,6.913888889
182.875,6.913888889
182.917,6.913888889
182.958,6.863888889
183,6.888888889
183.042,6.888888889
183.083,6.863888889
183.125,6.863888889
183.167,6.863888889
183.208,6.888888889
183.25,6.888888889
183.292,6.888888889
183.333,6.888888889
183.375,6.913888889
183.417,6.888888889
183.458,6.913888889
183.5,6.94
183.542,6.94
183.583,6.965
183.625,6.94
183.667,6.94
183.708,6.94
183.75,6.94
183.792,6.965
183.833,6.94
183.875,6.863888889
183.917,6.94
183.958,6.94
184,6.888888889
184.042,6.94
184.083,6.965
184.125,6.965
184.167,6.94
184.208,6.94
184.25,6.94
184.292,6.94
184.333,6.94
184.375,6.913888889
184.417,6.913888889
184.458,6.913888889
184.5,6.94
184.542,6.913888889
184.583,6.94
184.625,6.94
184.667,6.94
184.708,6.94
184.75,6.965
184.792,6.94
184.833,6.913888889
184.875,6.94
184.917,6.965
184.958,7.015
185,7.041111111
185.042,6.99
185.083,6.99
185.125,6.965
185.167,6.94
185.208,6.888888889
185.25,6.888888889
185.292,6.913888889
185.333,6.913888889
185.375,6.888888889
185.417,6.888888889
185.458,6.888888889
185.5,6.913888889
185.542,6.888888889
185.583,6.94
185.625,6.94
185.667,6.94
185.708,6.94
185.75,6.99
185.792,6.965
185.833,6.94
185.875,6.965
185.917,7.015
185.958,7.041111111
186,7.066111111
186.042,7.091111111
186.083,7.041111111
186.125,6.99
186.167,6.99
186.208,6.94
186.25,6.965
186.292,6.965
186.333,6.94
186.375,6.94
186.417,6.913888889
186.458,6.913888889
186.5,6.94
186.542,6.965
186.583,6.965
186.625,6.965
186.667,6.965
186.708,6.99
186.75,6.94
186.792,6.965
186.833,6.965
186.875,6.99
186.917,6.99
186.958,6.99
187,7.015
187.042,6.99
187.083,6.99
187.125,6.965
187.167,6.965
187.208,6.94
187.25,6.94
187.292,6.94
187.333,6.94
187.375,6.913888889
187.417,6.94
187.458,6.94
187.5,6.94
187.542,6.965
187.583,6.99
187.625,6.99
187.667,7.015
187.708,6.99
187.75,7.015
187.792,7.015
187.833,6.99
187.875,7.015
187.917,6.99
187.958,7.066111111
188,7.066111111
188.042,7.091111111
188.083,7.041111111
188.125,7.015
188.167,7.041111111
188.208,6.99
188.25,6.94
188.292,6.99
188.333,6.99
188.375,6.965
188.417,6.965
188.458,6.94
188.5,6.965
188.542,6.965
188.583,6.99
188.625,6.965
188.667,6.965
188.708,6.99
188.75,6.99
188.792,6.99
188.833,6.94
188.875,6.94
188.917,6.94
188.958,6.94
189,6.94
189.042,6.94
189.083,6.913888889
189.125,6.94
189.167,6.888888889
189.208,6.888888889
189.25,6.913888889
189.292,6.913888889
189.333,6.94
189.375,6.99
189.417,6.99
189.458,6.965
189.5,7.015
189.542,7.041111111
189.583,7.015
189.625,7.015
189.667,7.015
189.708,7.015
189.75,6.99
189.792,6.99
189.833,6.99
189.875,6.99
189.917,7.015
189.958,6.99
190,6.99
190.042,6.99
190.083,6.99
190.125,6.99
190.167,6.99
190.208,6.99
190.25,6.94
190.292,6.94
190.333,6.965
190.375,6.99
190.417,6.99
190.458,6.99
190.5,7.041111111
190.542,7.015
190.583,7.041111111
190.625,7.015
190.667,7.041111111
190.708,7.041111111
190.75,7.041111111
190.792,7.041111111
190.833,7.015
190.875,7.041111111
190.917,7.041111111
190.958,7.015
191,7.041111111
191.042,7.041111111
191.083,7.041111111
191.125,7.015
191.167,7.015
191.208,6.99
191.25,6.965
191.292,6.965
191.333,6.965
191.375,6.965
191.417,6.965
191.458,6.94
191.5,6.99
191.542,6.965
191.583,6.99
191.625,6.99
191.667,6.99
191.708,6.99
191.75,6.99
191.792,7.015
191.833,7.015
191.875,7.015
191.917,6.99
191.958,6.99
192,7.015
192.042,7.041111111
192.083,7.041111111
192.125,6.99
192.167,6.965
192.208,6.94
192.25,6.965
192.292,6.913888889
192.333,6.94
192.375,6.94
192.417,6.94
192.458,6.94
192.5,6.965
192.542,6.99
192.583,7.015
192.625,7.015
192.667,6.99
192.708,6.99
192.75,6.99
192.792,6.99
192.833,6.99
192.875,7.041111111
192.917,7.041111111
192.958,7.041111111
193,7.041111111
193.042,7.041111111
193.083,7.041111111
193.125,7.041111111
193.167,7.041111111
193.208,7.015
193.25,6.99
193.292,6.99
193.333,6.965
193.375,6.913888889
193.417,6.913888889
193.458,6.94
193.5,6.965
193.542,6.965
193.583,6.965
193.625,6.99
193.667,6.99
193.708,6.99
193.75,6.99
193.792,6.99
193.833,7.015
193.875,7.015
193.917,7.066111111
193.958,7.116111111
194,7.091111111
194.042,7.091111111
194.083,7.091111111
194.125,7.066111111
194.167,6.99
194.208,6.94
194.25,6.965
194.292,6.965
194.333,6.965
194.375,6.965
194.417,6.965
194.458,6.99
194.5,6.99
194.542,7.015
194.583,6.99
194.625,7.015
194.667,7.015
194.708,6.99
194.75,7.015
194.792,7.015
194.833,6.99
194.875,7.015
194.917,7.041111111
194.958,7.041111111
195,7.066111111
195.042,7.041111111
195.083,7.015
195.125,6.99
195.167,6.99
195.208,6.99
195.25,7.015
195.292,7.015
195.333,7.015
195.375,7.015
195.417,6.99
195.458,6.99
195.5,6.99
195.542,7.015
195.583,7.015
195.625,7.015
195.667,6.99
195.708,7.015
195.75,7.015
195.792,7.041111111
195.833,7.041111111
195.875,7.041111111
195.917,7.066111111
195.958,7.091111111
196,7.116111111
196.042,7.116111111
196.083,7.116111111
196.125,7.066111111
196.167,7.041111111
196.208,7.015
196.25,7.041111111
196.292,7.041111111
196.333,7.041111111
196.375,7.041111111
196.417,7.015
196.458,7.015
196.5,7.041111111
196.542,7.041111111
196.583,7.041111111
196.625,7.041111111
196.667,7.041111111
196.708,7.066111111
196.75,7.066111111
196.792,7.066111111
196.833,7.066111111
196.875,7.066111111
196.917,7.066111111
196.958,7.041111111
197,7.066111111
197.042,7.066111111
197.083,7.041111111
197.125,6.99
197.167,6.99
197.208,6.99
197.25,6.99
197.292,6.99
197.333,6.99
197.375,7.015
197.417,7.015
197.458,7.041111111
197.5,7.066111111
197.542,7.091111111
197.583,7.091111111
197.625,7.066111111
197.667,7.066111111
197.708,7.091111111
197.75,7.066111111
197.792,7.041111111
197.833,7.041111111
197.875,7.066111111
197.917,7.091111111
197.958,7.066111111
198,7.066111111
198.042,7.091111111
198.083,7.091111111
198.125,7.091111111
198.167,7.041111111
198.208,7.041111111
198.25,7.041111111
198.292,7.041111111
198.333,6.99
198.375,6.99
198.417,6.99
198.458,7.015
198.5,7.041111111
198.542,7.041111111
198.583,7.041111111
198.625,7.041111111
198.667,7.041111111
198.708,7.066111111
198.75,7.091111111
198.792,7.066111111
198.833,7.066111111
198.875,7.116111111
198.917,7.091111111
198.958,7.116111111
199,7.116111111
199.042,7.116111111
199.083,7.116111111
199.125,7.091111111
199.167,7.091111111
199.208,7.091111111
199.25,7.066111111
199.292,7.066111111
199.333,7.066111111
199.375,7.041111111
199.417,7.041111111
199.458,7.091111111
199.5,7.091111111
199.542,7.091111111
199.583,7.066111111
199.625,7.041111111
199.667,7.066111111
199.708,7.015
199.75,7.041111111
199.792,7.091111111
199.833,7.066111111
199.875,7.091111111
199.917,7.091111111
199.958,7.116111111
200,7.116111111
200.042,7.116111111
200.083,7.116111111
200.125,7.066111111
200.167,7.041111111
200.208,7.041111111
200.25,7.015
200.292,7.041111111
200.333,7.041111111
200.375,7.041111111
200.417,7.041111111
200.458,7.015
200.5,7.015
200.542,7.041111111
200.583,7.041111111
200.625,7.041111111
200.667,7.041111111
200.708,7.041111111
200.75,7.066111111
200.792,7.091111111
200.833,7.066111111
200.875,7.116111111
200.917,7.142222222
200.958,7.292777778
201,7.167222222
201.042,7.142222222
201.083,7.116111111
201.125,7.066111111
201.167,7.041111111
201.208,7.091111111
201.25,7.041111111
201.292,7.015
201.333,7.015
201.375,7.066111111
201.417,7.066111111
201.458,7.066111111
201.5,7.066111111
201.542,7.091111111
201.583,7.091111111
201.625,7.091111111
201.667,7.066111111
201.708,7.091111111
201.75,7.041111111
201.792,7.041111111
201.833,7.015
201.875,6.99
201.917,7.015
201.958,7.041111111
202,7.041111111
202.042,7.041111111
202.083,7.015
202.125,7.041111111
202.167,7.066111111
202.208,7.066111111
202.25,7.091111111
202.292,7.066111111
202.333,7.041111111
202.375,7.041111111
202.417,7.066111111
202.458,7.041111111
202.5,7.091111111
202.542,7.091111111
202.583,7.116111111
202.625,7.116111111
202.667,7.116111111
202.708,7.116111111
202.75,7.142222222
202.792,7.142222222
202.833,7.142222222
202.875,7.192222222
202.917,7.091111111
202.958,7.167222222
203,7.192222222
203.042,7.217222222
203.083,7.192222222
203.125,7.192222222
203.167,7.192222222
203.208,7.167222222
203.25,7.142222222
203.292,7.116111111
203.333,7.091111111
203.375,7.091111111
203.417,7.091111111
203.458,7.091111111
203.5,7.091111111
203.542,7.116111111
203.583,7.142222222
203.625,7.116111111
203.667,7.091111111
203.708,7.041111111
203.75,7.041111111
203.792,7.066111111
203.833,7.091111111
203.875,7.066111111
203.917,7.015
203.958,7.066111111
204,7.091111111
204.042,7.192222222
204.083,7.192222222
204.125,7.192222222
204.167,7.192222222
204.208,7.167222222
204.25,7.142222222
204.292,7.142222222
204.333,7.142222222
204.375,7.142222222
204.417,7.142222222
204.458,7.142222222
204.5,7.142222222
204.542,7.116111111
204.583,7.116111111
204.625,7.142222222
204.667,7.142222222
204.708,7.091111111
204.75,7.091111111
204.792,7.116111111
204.833,7.091111111
204.875,7.116111111
204.917,7.116111111
204.958,7.142222222
205,7.116111111
205.042,7.091111111
205.083,7.066111111
205.125,7.116111111
205.167,7.116111111
205.208,7.116111111
205.25,7.116111111
205.292,7.116111111
205.333,7.116111111
205.375,7.116111111
205.417,7.091111111
205.458,7.091111111
205.5,7.116111111
205.542,7.142222222
205.583,7.142222222
205.625,7.142222222
205.667,7.142222222
205.708,7.142222222
205.75,7.142222222
205.792,7.142222222
205.833,7.167222222
205.875,7.192222222
205.917,7.142222222
205.958,7.142222222
206,7.091111111
206.042,7.142222222
206.083,7.167222222
206.125,7.142222222
206.167,7.142222222
206.208,7.142222222
206.25,7.142222222
206.292,7.142222222
206.333,7.142222222
206.375,7.116111111
206.417,7.116111111
206.458,7.091111111
206.5,7.167222222
206.542,7.167222222
206.583,7.192222222
206.625,7.167222222
206.667,7.142222222
206.708,7.142222222
206.75,7.116111111
206.792,7.142222222
206.833,7.142222222
206.875,7.192222222
206.917,7.142222222
206.958,7.142222222
207,7.015
207.042,7.091111111
207.083,7.116111111
207.125,7.142222222
207.167,7.142222222
207.208,7.116111111
207.25,7.091111111
207.292,7.091111111
207.333,7.091111111
207.375,7.091111111
207.417,7.091111111
207.458,7.116111111
207.5,7.142222222
207.542,7.142222222
207.583,7.167222222
207.625,7.167222222
207.667,7.167222222
207.708,7.142222222
207.75,7.167222222
207.792,7.142222222
207.833,7.142222222
207.875,7.242222222
207.917,7.066111111
207.958,7.142222222
208,7.142222222
208.042,7.142222222
208.083,7.167222222
208.125,7.167222222
208.167,7.167222222
208.208,7.142222222
208.25,7.142222222
208.292,7.167222222
208.333,7.167222222
208.375,7.142222222
208.417,7.142222222
208.458,7.142222222
208.5,7.167222222
208.542,7.192222222
208.583,7.192222222
208.625,7.167222222
208.667,7.142222222
208.708,7.142222222
208.75,7.142222222
208.792,7.142222222
208.833,7.142222222
208.875,7.167222222
208.917,7.116111111
208.958,7.091111111
209,7.091111111
209.042,7.116111111
209.083,7.091111111
209.125,7.091111111
209.167,7.091111111
209.208,7.142222222
209.25,7.142222222
209.292,7.142222222
209.333,7.142222222
209.375,7.167222222
209.417,7.167222222
209.458,7.167222222
209.5,7.192222222
209.542,7.217222222
209.583,7.217222222
209.625,7.192222222
209.667,7.192222222
209.708,7.192222222
209.75,7.192222222
209.792,7.167222222
209.833,7.192222222
209.875,7.192222222
209.917,7.217222222
209.958,7.217222222
210,7.217222222
210.042,7.267777778
210.083,7.242222222
210.125,7.217222222
210.167,7.142222222
210.208,7.142222222
210.25,7.167222222
210.292,7.192222222
210.333,7.167222222
210.375,7.167222222
210.417,7.167222222
210.458,7.142222222
210.5,7.167222222
210.542,7.192222222
210.583,7.242222222
210.625,7.167222222
210.667,7.167222222
210.708,7.142222222
210.75,7.167222222
210.792,7.167222222
210.833,7.192222222
210.875,7.242222222
210.917,7.091111111
210.958,7.142222222
211,7.192222222
211.042,7.292777778
211.083,7.267777778
211.125,7.292777778
211.167,7.267777778
211.208,7.167222222
211.25,7.192222222
211.292,7.192222222
211.333,7.167222222
211.375,7.167222222
211.417,7.167222222
211.458,7.167222222
211.5,7.192222222
211.542,7.192222222
211.583,7.192222222
211.625,7.192222222
211.667,7.167222222
211.708,7.167222222
211.75,7.142222222
211.792,7.142222222
211.833,7.167222222
211.875,7.267777778
211.917,7.242222222
211.958,7.091111111
212,7.167222222
212.042,7.167222222
212.083,7.192222222
212.125,7.192222222
212.167,7.142222222
212.208,7.142222222
212.25,7.142222222
212.292,7.142222222
212.333,7.142222222
212.375,7.167222222
212.417,7.167222222
212.458,7.167222222
212.5,7.167222222
212.542,7.167222222
212.583,7.142222222
212.625,7.192222222
212.667,7.142222222
212.708,7.116111111
212.75,7.142222222
212.792,7.167222222
212.833,7.192222222
212.875,7.167222222
212.917,7.142222222
212.958,7.192222222
213,7.267777778
213.042,7.292777778
213.083,7.317777778
213.125,7.317777778
213.167,7.317777778
213.208,7.167222222
213.25,7.192222222
213.292,7.192222222
213.333,7.217222222
213.375,7.242222222
213.417,7.242222222
213.458,7.242222222
213.5,7.242222222
213.542,7.267777778
213.583,7.267777778
213.625,7.242222222
213.667,7.242222222
